Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
indonesian president b.j. habibie finds attending a summit of asia pacific leaders difficult because of his concerns about the arrest of malaysia s former deputy prime minister a thai newspaper reported sunday.,224,0.009244637947374373,133,-0.01121370640155054,0.0053811336277263585,0.7699341898851406
asia pacific leaders are scheduled to meet next month in malaysia for an annual economics meeting.,123,0.008411004981368871,63,0.3507230870212762,0.005263426963389466,0.9370968457738676
last week philippine president joseph estrada said he was considering not going to the asia pacific economic cooperation forum because of anwar ibrahim s arrest.,205,0.010026185323594394,89,0.29493227000092864,0.005173038312148036,0.6536055307013406
i m very concerned over how my friend anwar ibrahim has been treated habibie was quoted as saying by the english language newspaper the nation.,86,0.004771249101247526,74,-0.0582293501872279,0.00484120893864497,0.9420240330480975
i m concerned because people should not forget that anwar ibrahim had contributed a lot for the benefit of his country.,92,0.0032181298801918392,60,-0.10286353606849769,0.005089836640002981,0.9284522846647151
anwar is a charismatic politician who was once picked to be the successor to malaysia s long serving prime minister mahathir mohamad.,182,0.005634899843077732,84,-0.2944701273052258,0.004672058038644439,0.9459653477960898
but he was suddenly fired by mahathir on sept.,40,0.003560131708603913,24,-0.180450730500199,0.004234203406327873,0.8300797092625761
after the two differed on economic policy.,37,0.005778944019704525,20,0.08429912566947145,0.00460648025136226,0.8289396404287982
he then began speaking out against mahathir and was arrested sept. .,32,0.0032503479395531924,28,-0.15074114373638892,0.004624745270627544,0.8873901112970427
anwar has been accused of engaging in homosexual acts illegal under malaysia law but the charges are generally seen as a pretext for his political persecution.,101,0.002932210094293528,90,-0.12127768849614964,0.004695465502812585,0.9512922386107453
in a court appearance last week anwar s face was bruised,66,0.00420387977451704,34,-0.09851793389860866,0.004598517919535701,0.8993753756358945
and he said he had been beaten by police heightening international attention to his case.,23,0.004365989707190982,44,-0.045085540027263754,0.004868316541848777,0.8986423472421312
because of human rights involved and i think it is universal people should be given the chance to defend themselves habibie was quoted as saying in the interview conducted saturday.,34,0.004618052617665176,80,-0.047281718438355026,0.005160852251511176,0.943834765580343
people should not be tortured.,9,0.0047631960997599945,13,-0.024991018554549667,0.004052031142249654,0.729196931584762
habibie said anwar s dismissal should not have been based on things which had not been proven.,57,0.00419453977106432,35,-0.0784916916629504,0.004455985663933228,0.8873970503252185
on attending the apec meeting he said it s difficult for me.,41,0.005336761556470518,26,0.020576643855411872,0.004677962806047933,0.8649742434316914
but he said he would consult parliament adding i m not coming personally but as the president of million people of indonesia.,48,0.004652940262108195,65,-0.043617351727216105,0.005238769447405509,0.8391059611461305
like estrada habibie served as his country s vice president when anwar was deputy prime minister making them counterparts on the international affairs circuit.,190,0.010407778664937776,104,-0.261743167668126,0.005068484479521792,0.6798383229155002
the leaders of malaysia s ruling party met tuesday to discuss a replacement for ousted deputy prime minister anwar ibrahim who faces trial next month in a case that will test the country s legal system.,228,0.009258578683973598,127,-0.20771310763707238,0.005365499374005677,0.9655544195011461
