Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
cambodian leader hun sen on friday rejected opposition parties demands for talks outside the country accusing them of trying to internationalize the political crisis.,314,0.00839781723387658,102,-0.15407670096477336,0.005795091113073445,0.9537783888193613
government and opposition parties have asked king norodom sihanouk to host a summit meeting after a series of post election negotiations between the two opposition groups and hun sen s party to form a new government failed.,558,0.011186913163349275,137,0.0710687980545924,0.00595401649905633,0.565874492720431
opposition leaders prince norodom ranariddh and sam rainsy citing hun sen s threats to arrest opposition figures after two alleged attempts on his life said they could not negotiate freely in cambodia and called for talks at sihanouk s residence in beijing.,495,0.00968941457890242,157,-0.3668765901662536,0.005746290092112943,0.9676138585224328
hun sen however rejected that.,188,0.00562515862655972,12,-0.07970141964720853,0.004459857547975687,0.8218856698494017
i would like to make it clear that all meetings related to cambodian affairs must be conducted in the kingdom of cambodia hun sen told reporters after a cabinet meeting on friday.,274,0.004336941539560574,97,-0.018314667954404847,0.00579026755767592,0.9544963276794849
no one should internationalize cambodian affairs.,25,0.002280180361658831,31,-0.001201645010436481,0.003358979402382541,0.8197770748602896
it is detrimental to the sovereignty of cambodia he said.,30,0.001882868706923561,30,-0.030130456027089046,0.003951082910863384,0.8168033562839699
hun sen s cambodian people s party won of the parliamentary seats in july s elections short of the two thirds majority needed to form a government on its own.,387,0.008427658237883828,94,0.3786848056553866,0.005844219491548343,0.954573443393115
ranariddh and sam rainsy have charged that hun sen s victory in the elections was achieved through widespread fraud.,312,0.006956129902501106,67,-0.2249627559480422,0.005457864847803494,0.9396816437290841
they have demanded a thorough investigation into their election complaints as a precondition for their cooperation in getting the national assembly moving and a new government formed.,116,0.0055300583507085525,93,0.23714824151727582,0.005644339418059548,0.9353191817280927
hun sen said on friday that the opposition concerns over their safety in the country was just an excuse for them to stay abroad.,269,0.006063108275997634,58,-0.16980210016343367,0.0057799594619946555,0.9359022637679394
both ranariddh and sam rainsy have been outside the country since parliament was ceremonially opened on sep. .,148,0.005277628328675784,54,-0.2953978396114504,0.005084100496656847,0.9165892448706751
sam rainsy and a number of opposition figures have been under court investigation for a grenade attack on hun sen s phnom penh residence on sep. .,330,0.006418609116378672,89,-0.2893225221480954,0.0054075206611528355,0.7455800959419685
hun sen was not home at the time of the attack which was followed by a police crackdown on demonstrators contesting hun sen s election victory.,422,0.005821576891365537,75,-0.028705493382053575,0.005548342694589911,0.9400566081158838
