Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
exxon corp. and mobil corp. have held discussions about combining their business operations a person involved in the talks said wednesday.,251,0.0035457596033536386,82,-0.0030012957014659246,0.0024268226496694766,0.9488188238716776
it was unclear wednesday whether talks were continuing.,18,0.0018045158976848358,28,0.02310696174548768,0.0022087755600108143,0.8525848097406185
if the companies were to merge it would create the largest u.s. company in terms of revenue.,143,0.0038994319197301094,41,-0.08804205626671135,0.002422888513811196,0.9075822244730497
a possible merger was reported separately by both the financial times of london and bloomberg news.,63,0.0012782487341094768,55,-0.007343429723183946,0.002225968522916499,0.9221823863372263
the reported talks between exxon whose annual revenue exceeds that of wal mart and general electric and mobil the no.,232,0.0017471337988308928,61,-0.00464710777473309,0.0022951872270084235,0.9420089705784114
u.s. oil company come as oil prices have sunk to their lowest in almost years.,409,0.005193033483819244,29,-0.14633183035609432,0.0024165226080626982,0.6518678478557823
a combined company would be bigger than royal dutch shell group the world s largest oil company by revenue.,432,0.003551797501740487,64,-0.12725956455681048,0.0024372935294472106,0.9451053911196067
financial terms of the discussions could not be determined wednesday.,24,0.0024258730930057032,41,0.023902174007036626,0.0022663295054434207,0.8819440327791882
neither exxon or mobil would comment.,213,0.0034896616777352705,17,0.017506523639580027,0.0016582444386410552,0.8258050095889917
any union would reunite two parts of john d. rockefeller s standard oil trust which was broken up by the supreme court in .,203,0.0016454500766007031,64,-0.04367663405612371,0.002323142709370393,0.9383415817572166
exxon was then known as standard oil of new jersey and mobil consisted of two companies standard oil of new york and vacuum oil.,698,0.004243107131019614,65,-0.09958808304169127,0.0023355988620822575,0.944093383839803
both exxon which has a market value of . billion and mobil which has a market value of .,271,0.00298145503913561,29,0.01572356896295997,0.002230184216065432,0.8700162165232104
billion have a history of being fiercely independence.,32,0.0009680345584721227,34,-0.008746909839161637,0.0020792386518733567,0.8581573332246377
both have already cut back on staff and made themselves lean in order to survive long periods when oil prices are low.,214,0.00235070163690659,53,-0.068363413064664,0.0024224499997675423,0.6981567643473373
but this has been a particularly unsettling year for the oil industry and there is little prospect that crude oil prices will recover soon.,367,0.003196549533506249,53,-0.0892653001954193,0.002351162171100899,0.93080181126433
consequently chief executives of most oil companies have had to swallow their pride and look for suitable partners.,161,0.0016217274709479758,51,-0.058408076726413835,0.0023355673910805904,0.9126800445641584
this summer british petroleum announced a . billion agreement to buy amoco corp. creating the world s third largest oil company and prompting analysts to predict even more widespread consolidation.,419,0.003914172604884722,127,-0.08767596151850318,0.002518182497941875,0.8593799854981462
it showed that megamergers are doable said adam sieminski an analyst for bt alex. brown.,45,0.0009731158321157145,51,-0.003855112265115217,0.001563488102014008,0.9247091177841991
he added however that a combination between exxon and mobil would not be an easy match because mobil has been known for being a proud company that has said in the past that it would not want to merge.,479,0.004126197191261506,59,-0.01898300292406767,0.0023375771785082177,0.9333364481359542
exxon he added is a well run company that likes to grow its own businesses.,237,0.003143923215887004,34,-0.030003302782699998,0.0024477929383212096,0.9042294375577172
he added that the heads of both companies lee raymond the chairman of exxon which is based in irving texas and lucio noto the chairman president and chief executive of mobil which is based in fairfax va. are different personalities.,296,0.002013644255165384,121,-0.02374932605918798,0.002091624351213407,0.9681579889496538
it will not be easy he said of combining the two far flung companies which have vast networks of refineries and gas stations that overlap in the united states and europe.,52,0.002844155136747229,78,-0.04059990288187855,0.0023393702822078555,0.9480773402543708
if you offer enough money you can make anything happen he added.,35,0.001997372171954997,23,-0.01298764043691826,0.0022687960961462784,0.8807228927296173
both companies are under pressure to find new fields of oil to help them survive in the long term.,182,0.0034224807050187243,42,-0.0678268540728515,0.0024875266843119533,0.9088045357615819
like other oil companies they had hoped to quickly tap into the vast reserves of russia.,166,0.0017453403883810924,41,-0.05956740868848011,0.002393548911971754,0.9185426772446291
even though they were prepared to spend billions they have held back because of the political and economic crisis in russia and great reluctance by russian officials and oil companies to give up control of vast fields.,215,0.0020351522468062934,116,-0.04195658621347585,0.0024467069147225805,0.9604524022426332
thus they have had to fall back on their own exploration areas such as the deep waters in the gulf of mexico and west africa.,83,0.001923639201271444,52,-0.0007115396547562297,0.002225640995958052,0.9282445691525346
such exploration is very expensive and even when large fields are found it often takes platforms costing billion to bring the oil into production.,240,0.0030785861742872065,75,-0.026664734761177537,0.0024664370256482354,0.932153378655205
oil prices have been under pressure for more than a year falling more than percent from the a barrel level because of growing inventories of petroleum and declining asian demand caused by the economic crisis there.,299,0.003574670128201438,101,0.1720935238998657,0.0023795814721254433,0.9522152594611621
on wednesday crude oil for january delivery fell cents or .,175,0.0015134340133583567,40,-0.0044645130967240106,0.0022027636754119147,0.5043070050861942
percent to .,28,0.0018115202305146005,7,0.925024173798536,0.0018713092098023125,0.6340216385676479
a barrel on the new york mercantile exchange close to the year low of .,108,0.0022388582402865435,40,-0.021505808528077708,0.002168164316394456,0.9054368888769574
reached on june .,2,0.0010577456697796524,9,-0.002243861848159301,0.0020301243268372043,0.7760592189055839
members of the organization of petroleum exporting countries and some other oil producing nations notably mexico have tried to stem the price drops with pledges to cut back on production.,287,0.002275655584438659,105,-0.03896225912201367,0.0024451021366193202,0.9579092318816973
but those pledges have not always been honored and rallies in the oil market this year have proven short lived.,206,0.0018334704550036778,43,-0.031147105679388068,0.002403429778051349,0.9314874965950009
opec members on wednesday continued their discussion on extending their production cutbacks and an agreement is expected as early as thursday.,82,0.0025668764501608366,88,0.0182610950680709,0.002359922801522972,0.9384374669225626
in the spring opec agreed to reduce production by .,30,0.001721800384751599,31,0.014898018467514342,0.0022232252387630116,0.8554818502718611
million barrels a day about percent of the daily world supply of million barrels.,78,0.0020510457483231244,52,0.254010083737458,0.002234916888066337,0.607319010251428
the main result of that agreement appears to have been to keep oil prices from falling below a barrel.,188,0.0029797180857880157,43,-0.03222875830973684,0.0024197104293046507,0.9182303883071268
washington regulators said wednesday that they had not been notified about the exxon mobil discussions.,230,0.002565102117777967,54,0.036363198891342374,0.002152213072666926,0.8985365408931429
the federal trade commission is still reviewing british petroleum s pending purchase of amoco.,91,0.001612253074820555,62,-0.026242073368255903,0.002279522832860635,0.9310570437534694
