Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
honduras braced for potential catastrophe tuesday as hurricane mitch roared through the northwest caribbean churning up high waves and intense rain that sent coastal residents scurrying for safer ground.,127,0.005980900586750905,131,-0.15000348599075206,0.006398293680898911,0.9668987978390778
president carlos flores facusse declared a state of maximum alert and the honduran military sent planes to pluck residents from their homes on islands near the coast.,66,0.006259916403856029,102,-0.05512945824069859,0.006154278854218388,0.9558173785797017
at gmt tuesday mitch was miles kilometers north of honduras near the swan islands.,78,0.008777937743325139,52,-0.2185148978549776,0.005775719618570854,0.9265455261478526
with winds near mph kph and even higher gusts it was a category monster the highest most dangerous rating for a storm.,43,0.005390039011504285,57,-0.197703660342667,0.005155127671675493,0.9433887041432021
the mile kilometer wide hurricane was moving west at mph kph .,76,0.006935432860481525,40,-0.39241697279488513,0.005109977513480495,0.9157923674250065
mitch is closing in said monterrey cardenas mayor of utila an island miles kilometers off the honduran coast.,87,0.008141197945718874,69,-0.2282915655514252,0.005279906886994502,0.9420219740279268
and god help us.,1,0.005714285714285714,3,0.0014430629237552122,0.0035182821778297233,0.6640175422052402
mitch posed no immediate threat to the united states forecasters said but was expected to remain in the northwest caribbean for five days.,57,0.004985411253231343,70,-0.1169447493529377,0.006381787723370561,0.9429550618191929
the u.s. national weather service in miami said mitch could weaken somewhat but warned it would still remain a very dangerous hurricane capable of causing catastrophic damage.,93,0.006046000309480199,96,-0.0849276803667043,0.006189027579140993,0.9533307398536942
the entire coast of honduras was under a hurricane warning and up to inches centimeters of rain was forecast in mountain areas.,90,0.00465047807192897,73,-0.15244614286319397,0.00598091887457893,0.7432818000797561
the honduran president closed schools and public offices on the coast monday and ordered all air force planes and helicopters to evacuate people from the islas de la bahia a string of small islands off the country s central coast.,164,0.011200994847719394,143,-0.052429065923248815,0.00663312225059737,0.9704191092664105
the head of the honduran armed forces gen. mario hung pacheco said soldiers were standing by to help victims of the storm but he warned the military could not reach everyone.,46,0.0037340338569808815,81,-0.04907841759502839,0.006170328347737896,0.9537932103707499
for that humanitarian work we would need more than hercules c,9,0.0040656936646967495,23,0.03825767668291259,0.004424417175964395,0.8291307894518498
planes he said.,0,0.003002701237497841,5,-0.010369147366229946,0.00443536063278789,0.6578051874857833
honduras doesn t have them.,26,0.004074401896664405,13,-0.04719619966041724,0.0022702331195741873,0.7632092045526363
a hurricane warning was also in effect for the caribbean coast of guatemala.,74,0.006243417351147596,45,-0.07604904655147693,0.005872793812355911,0.8243523139057923
in belize a hurricane watch was in place and the government also closed schools and sent workers home early monday.,64,0.008976099812425021,67,-0.036341076214732856,0.00671497322093231,0.9395528706804865
panic buying stripped bread from the shelves of some stores and some gasoline stations ran dry.,9,0.0035584930104432303,52,-0.007134365789161877,0.0053768544115340815,0.9391804521331572
coastal belize city was hit so hard by hurricane hattie in that the country built a new capital inland at belmopan.,67,0.0037263123473721196,72,-0.042163752663889754,0.006063354698974061,0.9432429273381966
mexico mobilized troops and emergency workers monday on the east coast of the yucatan peninsula which was also under a hurricane watch and cuba said it had evacuated vacationers from the island of youth.,96,0.004271270118046173,112,-0.09656862382694191,0.00638435478564628,0.959545470504382
