Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
israel s cabinet announced within hours of a market bombing friday that it will put off a vote indefinitely on whether to ratify the wye river accord until palestinians crack down further on terrorism.,199,0.006392369054532067,109,-0.2256417634553607,0.005002630235570984,0.9555341220608978
israel radio said the member cabinet debate on the wye river accord would resume only after yasser arafat s palestinian authority fulfilled all of its commitments under the agreement including arresting islamic militants.,248,0.007296012567008831,135,-0.14271240959538375,0.004898564711111114,0.5884590623299507
the cabinet also insisted that arafat convene the palestinian national council a parliament in exile to abrogate the palestinian national charter which calls for israel s destruction.,186,0.0036786940428604523,122,-0.11192440550079963,0.004756116127506579,0.9562881749647384
the israeli cabinet had convened for a second day in an attempt to approve the wye agreement.,103,0.005905555456929119,50,-0.19540983216779717,0.004588620134550007,0.9229407161158538
to our sorrow since the wye agreement ... there has been relentless terrorist attacks against israeli citizens according to a cabinet statement read on the radio.,106,0.003999570150915488,82,-0.10512970028910998,0.00501623617984605,0.9451769167378197
israel radio quoted officials saying the cabinet would also decide to renew construction of the har homa neighborhood in the traditionally arab sector of jerusalem.,129,0.0035348331660600887,105,-0.29283308586922974,0.004733173301619878,0.8843004065432932
groundbreaking there in march led to a break off in negotiations with the palestinians.,25,0.0027479530482912174,51,-0.07580934266653339,0.004739610194850736,0.9016331417866915
a car rigged with explosives blew up friday morning in jerusalem s mahane yehuda market packed with israelis shopping for the jewish sabbath killing two people and wounding .,135,0.0046757660602720075,107,-0.14730890917108103,0.004843531827247812,0.6267760655860877
the islamic militant group hamas which has tried to stop the peace agreement claimed responsibility police said.,154,0.008098453908537926,68,0.34954794994509736,0.004991822528583774,0.7327759483877837
in response to the attack the israeli cabinet suspended ratification of the wye agreement until there is verification that the palestinian authority is indeed fighting terrorism.,193,0.0060443162536054145,105,-0.1890123336260276,0.004739935216213375,0.8074050118014907
the israeli cabinet also announced it will begin to build houses in the controversial jewish settlement of har homa in east jerusalem.,133,0.0050713153939789925,86,-0.3616130999287004,0.004614400135604394,0.9495012575057751
prime minister benjamin netanyahu had held up the work in recent months in an apparent attempt to not disrupt negotiations with the palestinians.,64,0.00463131220755521,93,-0.14303138480179528,0.0049849660321274894,0.4868599812999839
aides to netanyahu were not immediately available for comment.,18,0.002501890503429895,31,-0.05933214094392078,0.004176236072020875,0.8391209578924131
the cabinet ministers had just begun a second day of of talks on the peace agreement about a mile kilometer away from the entrance to the market and just meters yards from the site of a suicide bombing last year.,157,0.00865343038680925,100,-0.1923172848688361,0.0050592565451050946,0.956338126040012
in friday s explosion the rigged car a red fiat blew up at about a.m. gmt at the entrance of mahane yehuda market just meters yards away from the site of a suicide bombing in july .,139,0.007327155943902054,93,-0.1282853696606375,0.004488253790794617,0.9621931065914526
witnesses heard a series of small explosions.,6,0.0046432381486985,31,-0.011892413736775314,0.004652742228262377,0.8859575303462145
yair cohen said he was buying cookies when he saw a car driving slowly with smoke coming out of the hood and exhaust pipes.,24,0.0023882561151171862,56,-0.017094976290415807,0.004161693411485823,0.9465328125465001
people started to shout car on fire.,32,0.00673476617082933,23,-0.021031325653079747,0.004801226906052732,0.8622898143987129
after a while we heard a blast and something hit me in the stomach said cohen who was treated for minor injuries at hadassah hospital.,14,0.0034670864441522075,56,-0.007412987183134378,0.0041945269264619936,0.9355708123149189
the car was a mass of twisted metal sitting in the middle of the main intersection outside the market.,48,0.0029574076112090773,48,-0.029996289093334048,0.004566735253895536,0.9302422320670662
flames shot feet meters in the air.,2,0.0025802809446653224,22,-0.014183027668175759,0.003661232568962134,0.8866822851912363
a charred corpse covered by a blanket lay several meters away.,4,0.004653094517805465,30,-0.014316111767821313,0.0033632084791782135,0.8972291303395371
streams of soot black water ran in the street.,9,0.003991568695179587,29,-0.0013048884300596584,0.003990300830977471,0.9027259861971857
another bare legged body lay in the street face down in a pool of blood below the head.,21,0.004415004538005471,40,-0.006874999017871277,0.004167781506859173,0.9312796588055309
rescue workers covered the body with sodden pieces of cardboard box and plastic shopping bags.,22,0.004237310216109977,62,-0.009215598893327959,0.0038292130036573758,0.9436376731832612
there was hysteria people were running said eliad duan an israeli border policeman who was patrolling the market and was lightly injured.,75,0.0027785590084630596,77,-0.05593924448851276,0.004452287835610863,0.9446493040687249
one heavy set woman apparently in shock climbed into an ambulance weeping.,12,0.003626569910810073,46,0.0006219561296282981,0.004569131864706468,0.921257973801834
three paramedics talked to her persuading her that she did not need medical treatment and after a few moments she climbed out of the vehicle again.,4,0.0029538060409579434,55,-0.032399184509352426,0.004586507824276117,0.923091744236698
soldiers and police wearing plastic gloves held back the crowds.,17,0.005476234084496194,42,0.00802519296585541,0.00449585742302892,0.913585481649764
it s dangerous stay back they shouted.,7,0.0025545916445478827,22,-0.00781395642527159,0.00449522043622284,0.8326422826308196
just a block away from the blast shoppers went about their business.,12,0.0039033392755590084,25,0.03227701208388283,0.004268875024741818,0.8586276807880796
one young woman shopper said we can t stop with what we are doing when this happens.,19,0.007385500472550648,21,0.015200572996211987,0.004291381085916365,0.472888397529718
hassan asfour a palestinian peace negotiator said the palestinian authority condemned the attack.,169,0.006252125884855435,71,-0.06186003139659987,0.004366531633240522,0.7440526941353534
this is a crime and whoever commits this hurts the interests of the palestinian people.,66,0.002658090556138899,40,-0.03556231080691278,0.004874564124366379,0.875215963595791
blood and soot blackened water ran in rivulets from the charred wreckage.,8,0.0035818634700562064,43,-0.002400671810246898,0.00286100947872077,0.9246590377356365
a burly policeman bent to cover a bloodied corpse with whatever was at hand a sodden piece of cardboard a plastic shopping bag.,32,0.004976103489571117,77,-0.012294749684842534,0.003783303031607279,0.9516461571548731
