,Model,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
0,"'LDA',",0.0585234204421463,0.08393906847417391,0.050961670863141066,0.02811419690078104,0.038895347631508405,0.02251952186988496,0.02922184132867568,0.043379079866168915,0.026013746280906483,0.04392305631313155,0.06277133724990924,0.03823788270496766
1,"'Lex', 'LDA'",0.06909489437137516,0.08950521518939157,0.06630038776990461,0.040561321232694625,0.051599439046651256,0.0357806635841878,0.03285946967527665,0.03938040557288747,0.034910455299013175,0.04937893529518964,0.062225328216339734,0.04909401310981768
2,"'Lex', 'Lsa'",0.06118002555967323,0.08763177787143088,0.05495917049136833,0.033519751177054274,0.04822001861297298,0.026745275979769636,0.030999326233812803,0.04396823724604868,0.027913774831695725,0.04783830626286105,0.07301285323549993,0.041410927171272045
3,"'Lex', 'Lsa', 'LDA'",0.06020599022410684,0.08375049250940185,0.054882960536668426,0.03291870540862963,0.04414489500858677,0.026918358311464635,0.029701956558520773,0.043107694132715056,0.027092154264565887,0.04633073971323884,0.06307565503408366,0.04166705668257181
4,"'Lex', 'Lsa', 'Tr'",0.0688360122175463,0.10184649475022595,0.06130112278859045,0.039578542076582374,0.05403196305812786,0.03320835978446494,0.032686382027313166,0.051619013313516496,0.029663779045058344,0.05090909255513434,0.07813035377400428,0.045268046389657354
5,"'Lex', 'Lsa', 'Tr', 'LDA'",0.06975619650149088,0.1008163144083661,0.061537335975581774,0.037722697080139964,0.046708396552554,0.03243600546236558,0.033061935686103695,0.04810669321141902,0.03053323935768622,0.04769133468729219,0.0687320854480312,0.042718825886327715
6,"'Lex', 'Luhn'",0.08491867688793299,0.10595671685471954,0.08554016514903046,0.05138120426377475,0.05891628267602855,0.04815585287148533,0.046506004912353,0.05679923923018389,0.04912692956346176,0.06519388564937535,0.08131210414287558,0.06667055502844879
7,"'Lex', 'Luhn', 'LDA'",0.07524888488488345,0.08927797908083979,0.07287188331960481,0.046717988196189386,0.05331211972834205,0.04251053916049891,0.04095330306476993,0.05031211833034388,0.03821400400311847,0.06080248105240163,0.0761074177601669,0.055176336117722484
8,"'Lex', 'Luhn', 'Lsa'",0.08552580587603183,0.1040051042118975,0.08190634463080465,0.05890122938186465,0.07489558014684121,0.05093766524143237,0.04913720838862288,0.05591657060217303,0.047868679517231345,0.06548067320843447,0.0869048920714907,0.06095004490802924
9,"'Lex', 'Luhn', 'Lsa', 'LDA'",0.07860487029354636,0.09597202160910015,0.07633612111264775,0.04869206718670808,0.06096579438592089,0.04229533699966101,0.041190070101906846,0.05013531897109396,0.04069834666297012,0.058581939341586134,0.07517494534028536,0.055373151915113016
10,"'Lex', 'Luhn', 'Lsa', 'Tr'",0.07314308041616759,0.09562905718459315,0.06794196518989754,0.045264118325682855,0.06204245400764529,0.03811625826997642,0.03780508216614074,0.05128720440804809,0.035754255747784965,0.055264330921156735,0.07647308616632009,0.04999995585104434
11,"'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA'",0.07159649925571612,0.08732892635631163,0.06861492995397322,0.040310384201444734,0.051084185792871044,0.03490171756782748,0.03500703044891217,0.0425724734073706,0.035169398506543395,0.05517815532758058,0.07173053582334057,0.05151723283771479
12,"'Lex', 'Luhn', 'Tr'",0.08681734348803326,0.10110372278766407,0.07688539643129352,0.04142782303327796,0.04364126076269391,0.04068727381978946,0.04454124075123609,0.050833145912920395,0.05083427177659514,0.05943971195479924,0.06892036875706578,0.05568253463268862
13,"'Lex', 'Luhn', 'Tr', 'LDA'",0.08339672614520062,0.09769864397964279,0.07833457699518256,0.04239630732740765,0.045880925129950706,0.040931049096521385,0.042398625027886445,0.048089770839516,0.04293203415559981,0.060090623014666604,0.07037048912895395,0.05676215365686857
14,"'Lex', 'Tr'",0.0936527577710372,0.10284973261997331,0.10023479846188665,0.03999893698720483,0.04119752491833901,0.04064706923738355,0.04704271368087722,0.05095926090675885,0.06423945559499897,0.06856704010938275,0.07359864406224763,0.08618057919049935
15,"'Lex', 'Tr', 'LDA'",0.07816276786387394,0.09068952469378366,0.08142132735812445,0.038549299742515405,0.04131327894084385,0.0382873159653401,0.04164948463109071,0.04389511672342518,0.05499949318754242,0.056941272120885046,0.06383089496157597,0.06389547977746868
16,"'Lex',",0.07561839593695448,0.0971186292716065,0.07386370327998754,0.04282104751088042,0.05328192114185989,0.03858696703321855,0.03939160181358098,0.04686309957685636,0.0401966464476615,0.058576383878035265,0.07739458983327577,0.05618199715280701
17,"'Lsa', 'LDA'",0.058279330081224434,0.08426755112658929,0.05201358796827358,0.03306087845773556,0.045670688675320134,0.026470074682996347,0.02804949644622029,0.04231767210445803,0.025167185307698924,0.04151701004681034,0.057035564640540284,0.03763286439097486
18,"'Lsa', 'Tr'",0.0697563144400227,0.10685293300036336,0.06131783777670189,0.0384986340367426,0.05261868027786708,0.03254080083482321,0.0340153422179709,0.05516416055673355,0.031879837485792914,0.05293472491616779,0.08272261880667248,0.04737825139949509
19,"'Lsa', 'Tr', 'LDA'",0.07070499517774614,0.10144983947290412,0.060456701433562764,0.03729805767574203,0.04649875651315317,0.03174816958760175,0.030900089513056325,0.04646059295462161,0.028560156432712213,0.049883084184580616,0.07130480718354316,0.043824663341790505
20,"'Lsa',",0.05827785787905756,0.08713353347099981,0.05177869780227474,0.033681895759448494,0.049073742410263924,0.026568800608611255,0.026149284244303163,0.039431064217880424,0.023900218013635167,0.040820582989067856,0.06411523863602638,0.03608224033199555
21,"'Luhn', 'LDA'",0.07789687115321765,0.094274074163564,0.07517234335627537,0.04739134713005548,0.05303529919773158,0.044404643030825454,0.04340187141559551,0.05236002714261984,0.0417339746604304,0.057755253821376557,0.07255015139946372,0.05409514454293071
22,"'Luhn', 'Lsa'",0.08744109990739014,0.10562753375197596,0.0832403585241801,0.05893480677382497,0.0753395904088861,0.050635551829150166,0.05063789403259912,0.05787167078334026,0.048719555641963265,0.06871313244231746,0.08892336638169117,0.06361562095594077
23,"'Luhn', 'Lsa', 'LDA'",0.07773433378460363,0.09654622067208965,0.07523892837544344,0.04682340176678948,0.05911818307454536,0.040453021523176855,0.03930830397670221,0.05038611693851635,0.038416008998078205,0.05648770150306428,0.07256362575561821,0.05408035585297491
24,"'Luhn', 'Lsa', 'Tr'",0.07481725525837715,0.09378977319436839,0.06955295316116862,0.042936394849353327,0.05310756230292316,0.03710687745701501,0.036530130318673804,0.043850637393573824,0.03524582139108003,0.06054590980527864,0.07642582202477852,0.05494930928876229
25,"'Luhn', 'Lsa', 'Tr', 'LDA'",0.07704206079282715,0.09598018551054326,0.07146691939195285,0.04271146634417394,0.05412433147835383,0.03666289769475248,0.03794637290060878,0.04874094278474822,0.03555491008574869,0.05932402130289297,0.0758182723431449,0.05480328647383598
26,"'Luhn', 'Tr'",0.09724088965331085,0.1076008857796597,0.10513437973098257,0.044434584160353584,0.044868037992911315,0.04791839357048488,0.05532341597018327,0.05832639938525459,0.0698026761613821,0.06963924962729338,0.07575634300971552,0.0788612413396993
27,"'Luhn', 'Tr', 'LDA'",0.0863409959906213,0.09316672426697366,0.09368938245947776,0.04242792381170249,0.04369623139697373,0.04362854732676727,0.04586112535850964,0.046377167896796585,0.058138234480508935,0.0635209095732593,0.06575083514827045,0.07349595432007425
28,"'Luhn',",0.08953879305079396,0.10910438002320634,0.08950601724592012,0.05427366954310127,0.060434060983441736,0.05126879779807182,0.048041235058618625,0.05749983394980649,0.05218328068262303,0.06965643649013023,0.08361978497769719,0.07164541479392039
