,Model,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
0,"'LDA',",0.1144070934593121,0.13596055330160806,0.1787401989890972,0.1551004565834951,0.15612738497317225,0.209896505029241,0.11179095276986296,0.10865751499798552,0.16306121235821955,0.13184252359103496,0.14448473939639364,0.18435037331415777
1,"'Lex', 'LDA'",0.1105860315015601,0.1439130145265273,0.17498300072765394,0.14739599438025644,0.16050293605039992,0.20223695377635417,0.11046668008902921,0.11135600479751473,0.16384596605438717,0.12870410309384392,0.14952985889054254,0.18132783432836902
2,"'Lex', 'Lsa'",0.11275432002429238,0.13847045974615974,0.1771240539492241,0.15152033979401863,0.1571405389586901,0.20711644593673018,0.11152799942049417,0.11047686931484572,0.16420320733718832,0.12938859834415264,0.14421507882697993,0.18335865627974035
3,"'Lex', 'Lsa', 'LDA'",0.1130831586963766,0.13849455612314987,0.17716662566145397,0.1525463072526839,0.15755233986917005,0.20758225595583324,0.11124333530549785,0.11023215562331046,0.16306688895009144,0.12884970796019488,0.1438893063706105,0.1817955417842416
4,"'Lex', 'Lsa', 'Tr'",0.11721398252468017,0.14046949126658623,0.18558259218868758,0.15605442734389788,0.16153137004352694,0.21240737974644888,0.11365929832154475,0.11469932187811209,0.16228977031539835,0.13305125566127418,0.14832370154988916,0.18771924362388584
5,"'Lex', 'Lsa', 'Tr', 'LDA'",0.11426751659265982,0.1391481087533028,0.1822848172205749,0.15299630185786492,0.15880989030703538,0.20959079673336709,0.11317172990896136,0.11292190221715814,0.16440313296361372,0.13164388866569057,0.14733840652273433,0.18614893309831673
6,"'Lex', 'Luhn'",0.11751379728808373,0.15535220196951768,0.1893785556519204,0.14272810953481693,0.1687867907430603,0.20293346118685485,0.12014680611241035,0.12765738040858501,0.1773253022517321,0.12980634722623985,0.1620372353624435,0.18711340467355927
7,"'Lex', 'Luhn', 'LDA'",0.1123457446524605,0.15967508919517695,0.180707238664199,0.1390253833381997,0.17202721052037276,0.19594750369291614,0.11611844324403142,0.12693427204433796,0.17230732013102318,0.12605835515668665,0.16339905987277406,0.18257130243381955
8,"'Lex', 'Luhn', 'Lsa'",0.11069527594907963,0.15300653402630848,0.17567506578064704,0.14092421304693942,0.16675786140391627,0.19605964952868385,0.11530792002200632,0.11842536435373284,0.1719958026988991,0.128906803875559,0.15712137865478237,0.18340337034267448
9,"'Lex', 'Luhn', 'Lsa', 'LDA'",0.11012408516084857,0.15272370090464804,0.17296943328917166,0.14179984524420686,0.16707395542573084,0.19479404115990584,0.11481710341899325,0.11860694354160764,0.16937436648910004,0.12777605496895952,0.1564469420583215,0.18032554360015282
