Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"
MUNICH, Germany (AP) _",0.0,0.0022782577539883614,15,-0.007558709617807268,0.002985432718558657,0.6572541723400627
"U.S. prosecutors have asked for a 20-day extension 
to provide Germany with paperwork necessary to extradite a top lieutenant 
of Saudi terrorist suspect Osama bin Laden, officials said Saturday. 
",117.76,0.005614155264440974,123,0.011617997568029826,0.004702023116229494,0.7672135810030197
"Mamdouh Mahmud Salim, 40, of Sudan, has been jailed since his arrest 
near Munich on Sept. 16 by Bavarian authorities acting on a U.S. warrant. 
",14.72,0.0029607310760554686,74,-0.0017031434967962095,0.0041232950560910015,0.7611307637353292
"Under German law, U.S. officials have 40 days after the arrest to 
turn over supporting evidence so a German court can rule on their 
extradition request.",58.88,0.004990964932609477,80,0.04784829572135617,0.004521863427812829,0.7601175108269583
"A Bavarian Justice Ministry spokesman, Gerhard 
Zierl, said U.S. authorities a few days ago asked the court hearing 
the case for an extra 20 days to provide the necessary material.",41.4,0.0032591425474355245,103,0.005715084499666623,0.004485604731466637,0.7698649078267041
"Quoting 
unidentified Bavarian law enforcement sources, Focus newsmagazine 
reported Saturday that the evidence turned over so far was not very 
strong.",27.6,0.002479237111198728,94,0.029092040760556395,0.004435009841617391,0.7594446946346541
"The magazine said much of it was based on the testimony of 
an FBI informant, a former bin Laden associate, who made only vague 
connections between Salim and terrorist activities.",110.4,0.004778517724914663,91,-0.036588147054477264,0.004486090459952727,0.7606091272181424
"Zierl declined 
to comment on the report, but said U.S. authorities probably asked 
for more time just a precautionary measure.",32.2,0.0037761724187105805,61,0.020785469163445782,0.004180840138319768,0.7424140323698559
"U.S. authorities charge 
Salim helped finance, train and arm members of a terrorist organization, 
including the alleged bombers of the U.S. embassies in Kenya and Tanzania. 
",59.800000000000004,0.00493870557143097,105,-0.036324783070366816,0.004482754519274501,0.76559810636821
"A criminal complaint unsealed Sept. 25 in U.S. District Court in New 
York charges him with murder conspiracy and use of weapons of mass 
destruction. 
 
",14.72,0.0033402858610381736,89,-0.0014843554819165478,0.004142923987869107,0.7628444252638761
"The Taliban's chief justice accused the United States on Wednesday 
of looking for an ``excuse'' to launch another missile attack on his 
war-shattered homeland.",47.84,0.005424155876872105,91,0.06048429739910359,0.004572866718991535,0.7616587848499803
"And that excuse is Osama bin Laden, the man 
Washington calls Enemy No. 1 and blames for the Aug. 7 bombings of 
U.S. embassies in East Africa, Justice Noor Mohammed Saqib said an 
interview with The Associated Press.",98.44,0.0075887955792428964,113,-0.08851586968742511,0.004596929652707796,0.7708282330100195
"On Aug. 20 the United States 
retaliated by firing Tomahawk missiles at suspected terrorist camps 
in eastern Afghanistan, killing 26 people.",37.72,0.004612178158124719,95,0.0540734171078444,0.00441106098131415,0.7586892267911818
"According to U.S. intelligence 
sources, the camps were being used to train members of bin Laden's 
al Qaeda terrorist group.",132.48000000000002,0.007360199196893655,62,-0.0021396058823853104,0.004394090637734236,0.751037553303032
"``America is looking for an excuse to fire 
more rockets on our dear Afghanistan and that excuse is bin Laden,'' 
Saqib said.",82.8,0.0037800611020807795,57,-0.04830128144625568,0.004266433139236491,0.7448870161365981
"Washington, which has posted a dlrs 5 million reward for 
bin Laden's arrest, hasn't ruled out further attacks on Afghanistan. 
",85.56,0.0033895243726934166,67,-0.029704863270991328,0.004592043429675584,0.751229665592952
"Saqib, who heads a judicial inquiry established by the Taliban to 
investigate the terrorism charges against bin Laden, says the United 
States has become insecure.",80.96000000000001,0.004969318436121213,94,-0.006616523366427778,0.0046134137899143165,0.7622708660366944
"``America fears its shadow ... in every 
part of the world it is afraid and sees every danger connected to 
bin Laden,'' he said in an interview in the Afghan capital of Kabul. 
",92.92,0.0028653570036345785,84,-0.030718900494758106,0.004595250595113984,0.7579571403547591
"In Afghanistan, bin Laden is considered an honored guest by his Taliban 
hosts.",73.60000000000001,0.0055472942974091905,50,-0.06895702882811915,0.00425817249932523,0.7354073889004935
