Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"
Yugoslavia must cooperate with the U.N. war crimes tribunal investigating 
alleged atrocities during the wars in Croatia and Bosnia, international 
legal experts meeting in Belgrade said Sunday.",113.16000000000001,0.004271663269905834,118,0.017062260081669906,0.0031201483852270925,0.47084599532450205
"The meeting was the 
first international debate in Yugoslavia over the U.N. tribunal's 
work and the government's cooperation with it.",71.76,0.0019236741612537532,66,0.02238185150014812,0.0030158366917513594,0.43687597767932096
"The tribunal, established 
by the U.N. Security Council in 1993, sits in The Hague, Netherlands. 
",57.96,0.004278462562007421,55,0.10391208414496021,0.0029461663987608755,0.7373592008670279
"Despite objections to the tribunal, Yugoslav authorities allowed the 
two-day discussions _ organized by the Belgrade-based, non-governmental 
Humanitarian Law Center _ to take place without any problems.",58.88,0.001597913788671931,126,0.00889955727333663,0.0031924079386927064,0.7686608127013275
"State-run 
media largely ignored the event.",2.7600000000000002,0.0015515250618195278,27,-0.004695409229234761,0.002862716979175995,0.6985206023494429
"Though there were some disagreements, 
participants in the discussions generally agreed that crimes against 
humanity cannot go unpunished.",6.44,0.0017329362232943574,69,-0.0011760634842448282,0.0028401245669312327,0.7364558179859754
"``The indicted who are not in The Hague 
are at-large because of the refusal by Croatian and Yugoslav authorities 
to arrest and extradite them,'' said Mark Ellis, a lawyer and representative 
of the American Bar Association.",29.44,0.0023452435423003248,117,0.004162998783286127,0.0031464828051682857,0.7677161880510841
"Present-day Yugoslavia, consisting 
of Serbia and Montenegro, cooperates with the tribunal in cases where 
Serbs were the victims in Bosnia and Croatia, the two former republics 
that fought wars for their secession.",54.28,0.003152103339466532,114,0.008946054839468467,0.0030570553372484682,0.76417839126216
"But Yugoslavia has questioned 
the tribunal's jurisdiction and refuses to indict three army officers 
wanted for alleged war crimes in Croatia.",119.60000000000001,0.0038067557847333575,87,0.013018146038756862,0.003192535919226907,0.7575245482675825
"Last week, it also refused 
to allow U.N. investigators to probe alleged atrocities in Serbia's 
southern Kosovo province where ethnic Albanian separatists are fighting 
government forces.",37.72,0.0032547869323920264,113,-0.00013971478159504103,0.003049493576259226,0.6630391651138494
"``The tribunal was founded to satanize Serbs,'' 
said Miodrag Mitic, a former legal adviser in Yugoslavia's foreign 
ministry.",57.96,0.0011923704052500433,75,0.012242510989094386,0.002865383797272449,0.7463313363601655
"He said the U.N. court was influenced by powerful countries 
that dominate the international body.",34.04,0.0019149320081395587,54,0.010803769043511517,0.002975280803043628,0.7174390318992593
"On Saturday, David Scheffer, 
the U.S. State Department's ambassador at-large for war crimes, demanded 
Yugoslavia's full cooperation. 
 
",50.6,0.0021222072143951345,95,0.0008304467163840474,0.0031176664125418226,0.7544293259021644
"The president of the Yugoslav war crimes tribunal harshly criticized 
Belgrade authorities anew for refusing to let U.N. investigators probe 
alleged atrocities in Kosovo.",106.72,0.0035684561542822877,114,0.012206658665830105,0.003024567004070468,0.7659770884496948
