Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"
For the second day in a row, astronauts boarded space shuttle Endeavour 
on Friday for liftoff on NASA's first space station construction flight. 
",290.72,0.007528339436305353,88,0.061952880150313264,0.0029338084486965972,0.7620216674055772
"``Let's go do this,'' said commander Robert Cabana.",7.36,0.0022848265381973905,21,-0.05011195506332532,0.001770359036186392,0.6613978740701268
"``Amen,'' replied 
a launch controller.",38.64,0.0017537695647963833,25,0.02455181652231861,0.0021610645777746166,0.6841965803678973
"Rain and cloudy skies were once again a threat. 
",3.68,0.0020206250465660915,19,-2.273624978737365e-05,0.002092571273880934,0.6890489390325676
"But NASA was confident the master alarm in Endeavour's cockpit would 
behave; it went off with just 4{ minutes to go in the countdown Thursday, 
forcing a delay.",32.2,0.00311409528720917,80,0.024533197931501074,0.003049540841144859,0.7572030220624368
"NASA has only five minutes or less each day to launch 
Endeavour in order to meet up with the first space station part, which 
was put in orbit two weeks ago by the Russians.",233.68,0.006041786298484376,75,0.08342974218048817,0.003204275703033482,0.6911251929092925
"The shuttle contains 
the second station component.",134.32,0.004357963987196707,23,0.0023640881507899073,0.002667665506746441,0.6512901357057357
"The master alarm blared and red lights 
flashed just before the shuttle was to lift off early Thursday.",80.04,0.0015504515068404292,53,0.002489625608275394,0.0029161554742420073,0.7466540017557565
"By 
the time controllers traced the problem to a momentary drop in hydraulic 
pressure and decided to press ahead, it was too late _",53.36,0.002760326193793075,76,0.0063367526291403485,0.002976124380595881,0.6890148495653934
"they had missed 
the cutoff by a second or two.",4.6000000000000005,0.002983050847457627,10,-3.3356560964596777e-06,0.0017053574693040366,0.6214055412470851
"``Sure, it's frustrating,'' said Bill 
Readdy, shuttle program director and a veteran shuttle commander. 
",134.32,0.0017778110507761812,66,-0.009214762555088032,0.002631379449535473,0.7353516357885024
``But we do things right.,0.0,0.00206899850759047,5,0.0013405055708306665,0.0022852238802670934,0.5154481940427681
"We do things by the book, and we're not 
going to cut any corners even if it means just shaving a second or 
two.''",7.36,0.00206899850759047,29,0.00047606720863734736,0.002676489394716546,0.7225592944748769
"The six astronauts crawled out of the shuttle, and two threw 
up their hands.",64.4,0.0009576778136553201,30,0.002442579149184505,0.0026495425820091804,0.705703683515361
"Cabana held up his thumb and index finger a half-inch 
apart: ``We were that close.''",18.400000000000002,0.0022033681157844886,40,0.003076628243000873,0.0026728182285240586,0.7357679039912147
"The problem was confined to one of 
Endeavour's three hydraulic pressure units.",17.48,0.0024390944023877626,45,-0.0022150151449742287,0.0024446481979438013,0.49783879620767274
"The pressure dropped just 
long enough to trigger the alarm, evidently because of a sensitive 
switch, then returned to normal.",33.120000000000005,0.001795861669234317,64,0.007027700865669084,0.0028551984010121256,0.7496480285315533
"NASA engineers spent the day examining 
the problem, but found nothing wrong with any of the systems and were 
confident it would not reoccur.",25.76,0.00249210199833992,65,0.008259723762796335,0.0030054805357831553,0.41292191576717685
"Endeavour's flight is already a year 
late because of a cash crunch in Russia, one of NASA's partners in 
building the international space station.",185.84,0.004543442712700952,81,0.029056319264881603,0.0031131611706480254,0.408158912449468
"The one-day delay cost NASA 
about $600,000, mostly in fuel and overtime pay.",22.080000000000002,0.001582466154679567,41,0.0010332881994615682,0.0029506871667832934,0.5261942953627124
"Aboard Endeavour 
is an American-made connecting passageway named Unity.",6.44,0.0026844668994444125,54,-0.03252541738982917,0.003074276265968433,0.5387918577091639
"The astronauts 
will use the shuttle robot arm to capture the Russian space station 
piece and attach it to Unity.",277.84000000000003,0.007271288420988455,67,-0.07813287642619454,0.00302330836587651,0.5468837782821222
"Then, two spacewalkers will hook up 
all the electrical connections and cables between the two cylinders, 
and attach handrails and tools for future crews.",44.160000000000004,0.0025059951781169626,76,0.040744142293566175,0.0026907305843175485,0.7535936595349845
"Until the alarm sounded, 
it looked as though the weather would be the only problem.",17.48,0.0032903000645668114,28,-0.002921543722650453,0.002703323647808135,0.5447682352618249
"Rain and 
clouds moved in from the Atlantic 1{ hours before liftoff, but drifted 
away with minutes to spare.",17.48,0.002312364254997669,49,0.0034702486444016774,0.0028294707868758736,0.7340059932441023
"Secretary of State Madeleine Albright 
and other dignitaries from around the world had gathered in the drizzle 
to see Endeavour and its crew off.",24.84,0.0025366108913611215,73,0.02697579045648794,0.002504597631024555,0.7499172600294679
"``Here we have 16 countries cooperating 
on a venture to the future,'' said Albright, who was expected back 
for Friday's attempt.",29.44,0.002064546484024608,62,0.010747342304288943,0.00296608261656625,0.6566387403803637
"``This is a good investment.'' 
 
",6.44,0.0009134098005532476,14,0.02581009653925492,0.002444891436642996,0.621080047501198
