Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"Brown to outline presidency goals

Next year will be ""make or break"" for development in poorer countries Gordon Brown will say as he sets out UK goals for its EU and G8 presidencies.

",20.240000000000002,0.03494298782863667,96,-0.09626392323221775,0.032075031212209885,0.7709791144827346
The chancellor is due to outline a series of key targets the government will be judged on in 2005.,10.120000000000001,0.02754802937144969,54,-0.13153259792489574,0.031194443984739587,0.7388370316271861
They will include doubling aid from donor countries and eliminating debt owed by the poorest nations.,17.48,0.05196698735474965,54,0.10420999231413039,0.031338244701698326,0.7476579418152928
"Mr Brown also wants other G8 nations to match his target for overseas aid - spending 0.7% of national income.

",19.32,0.0456354616096332,58,-0.02583745820518003,0.03205479677564029,0.7510898020247367
He also wants the richer countries to do more to help the development of vaccines for Aids and malaria.,4.6000000000000005,0.026274074046727557,39,0.13939233559370792,0.02912934192407977,0.7139472905664312
The chancellor is travelling to America next week as part of his persuasion drive over the issue.,9.200000000000001,0.023922513823724383,51,-0.07176541324753694,0.03146725918038279,0.7301981476111504
"He told BBC Radio 4's Today programme: ""We need more resources allied to progress on trade and progress on debt relief if we are going to make an impact on the problems of ill health, of illiteracy, of poverty, particularly in Africa but right through the developing countries.",24.84,0.033357363525335915,131,0.008135351866520698,0.03231350210098668,0.7761707562850577
"""

",0.0,0.031428571428571424,0,0.0,0.004640905514527639,0.26666666666666666
"His proposals were effectively a new ""Marshall Plan"" for the world, including an international finance facility, which would issue bonds in an attempt to double global aid cash to $100bn a year.",35.88,0.02123723390672792,115,0.017932261524749957,0.032741628348833665,0.7706740245854053
"Agreement in the Doha development talks could also give developing nations the trading ability they needed, he argued.",6.44,0.023539004246639426,68,0.00837277867060756,0.03134207710472406,0.7489498151744057
"The European Union's Common Agricultural Policy had caused aggravated trade problems, he said, but there was now an agreement to end export subsidies.

",6.44,0.024203228465467557,88,0.0003467961251111179,0.03032630438625245,0.761449275569468
Mr Brown said much had been achieved on issues such as debt relief in the last seven years.,6.44,0.07011087683990215,33,-0.16952316569400938,0.032146789209249294,0.7138343117233784
"But with 30,000 children were dying unnecessarily every day more was needed, including 100% debt relief multilaterally.",10.120000000000001,0.034765913962680146,67,-0.06414055765557483,0.030905886294937752,0.7576365135431731
"""That is why next year is a test,"" he said.",7.36,0.028740476184956246,8,-0.16930551150645196,0.028551066906603008,0.6141301659749738
"""If after five years of making promises the world is not prepared to honour them, then people will be justified in saying they promised but they did not produce results.""",11.040000000000001,0.031321314202259955,67,-0.044458677622851016,0.03217408725173547,0.7539582377139988
"The Catholic aid agency Cafod will host Mr Brown's speech on Wednesday.

",11.96,0.02066363229612919,49,0.05733925540867204,0.029284858575543166,0.7454125885777365
Cafod wants Britain to use its influence to pressure countries like the US to make firm commitments to tackle global poverty.,13.8,0.0453711062257715,73,0.1035036607132618,0.03150287327348243,0.7530374802205189
Mr Brown said America too needed to take more action but defended President George Bush for guaranteeing resources to countries which introduced reforms to tackle corruption.,4.6000000000000005,0.021730466214997,104,-0.04143507552358488,0.03189666684780016,0.7670736834217788
Oxfam's Paying the Price report this week said 45 million children will die needlessly before 2015 and aid budgets are half their 1960 levels.,21.16,0.025125491355324412,76,-0.005299848116315386,0.03177523440537041,0.7674557071150275
"The charity's director, Barbara Stocking, said: ""2005 offers the chance for an historic breakthrough, but unless world leaders act now the year will end in shameful failure.""",23.92,0.02421823470836576,102,-0.07856694059336049,0.03202774560689217,0.7677102431528642
"The report said the G8 of top industrialised nations had agreed in 1970 to spend 0.7% of their incomes on aid.

",14.72,0.02719470075504714,55,0.051220305971489695,0.031522504198177766,0.7407797794963366
But 34 years later none of the organisations members had reached this target and many had not yet set a timetable.,9.200000000000001,0.02930061816263612,47,-0.17241073680331007,0.031213902388193653,0.7391145965262714
"Mr Blair, who has described Africa as a ""scar"" on the world's conscience, has already said tackling world poverty would be one his G8 priorities along with climate change and the Aids epidemic.",21.16,0.039471800370682965,84,0.12293682700346034,0.030729313429623272,0.7647664691940073
"But Band Aid founder Bob Geldof in July said he was sick of hearing ""guff"" about scars on the world.",10.120000000000001,0.021820111228604343,51,0.12576013547178158,0.027790625790466872,0.7532985783911366
"It was pathetic that Britain was the 4th richest country in the world but only the 11th most generous aid donor, he added.",27.6,0.03126395023580177,57,0.21068538812042298,0.031041391011149583,0.7519178320883194
Conservative shadow international development secretary Alan Duncan accused Mr Brown of missing his target on providing anti-retroviral drug treatment to three million Africans by 2005.,19.32,0.0336454703574654,140,-0.11955955810375427,0.03203265640456162,0.7735030652807967
"Instead, only 500,000 people would benefit, he said.",2.7600000000000002,0.02513717221451072,19,-0.036354106963414644,0.02633621319613208,0.6878958136653832
"""There's no point in him demanding praise and adulation for setting a whole new raft of targets when he has so woefully failed to meet the ones he already has,"" added Mr Duncan.
",5.5200000000000005,0.026063209077201787,66,-0.05388206632596913,0.030444649976006016,0.7603710989125707
