Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"Kilroy names election seat target

Ex-chat show host Robert Kilroy-Silk is to contest the Derbyshire seat of Erewash at the next general election.

",24.84,0.036733966496666055,103,-0.18753228598098678,0.04017080484604144,0.7647107651237327
"Labour's Elizabeth Blackman won the seat in 1997 and has a 6,932 majority.",6.44,0.06773420957570676,46,-0.1168116842457247,0.03649129969941455,0.7388306112356504
"She says she will fight on her record ""as a hard-working constituency MP"".",3.68,0.03269801071889728,34,-0.011130898944861783,0.03992929365004818,0.7218715048756442
"Mr Kilroy-Silk announced his plans a day after launching his new party, Veritas, the Latin for truth.",9.200000000000001,0.06441413952016029,55,-0.12549611804555577,0.04021744054104206,0.7538129803099384
"The East Midlands MEP, who quit the UK Independence Party, wants his new group to ""change the face"" of UK politics.",5.5200000000000005,0.033004815461091165,61,-0.1173359926573816,0.038903684902775154,0.7570788701662122
"His choice of election constituency quashes speculation that he would stand against Defence Secretary Geoff Hoon in Ashfield, Nottinghamshire.",10.120000000000001,0.04306176392641068,95,-0.08164202459854125,0.03500787941825922,0.7581826734291675
UKIP won 31% of the vote in Erewash in last June's European elections - with Mr Kilroy-Silk among their candidates for the region.,14.72,0.07451961875962727,69,-0.08536719621825313,0.04000816064421504,0.7604016829169359
"Until 1997, Erewash had been held by the Tories since 1970.",2.7600000000000002,0.02343967385940915,23,-0.06624865205989129,0.03388843273708362,0.7065121167068033
Ms Blackman said she was proud of the government's achievements in the area.,2.7600000000000002,0.02659478082217826,40,-0.03642928091575987,0.03467277819855686,0.7233893855170968
"She declined to give her view of Mr Kilroy-Silk at this point.

",2.7600000000000002,0.03948316614423687,33,0.002526370909795739,0.03807604435368183,0.44133745651648
"On Thursday, he told a London news conference that Veritas would avoid the old parties' ""lies and spin"".",3.68,0.024150744292492015,55,-0.09565338073720515,0.0388168188316719,0.7505084331942738
"He said ""our country"" was being ""stolen from us"" by mass immigration and promised a ""firm but fair"" policy on immigration.",9.200000000000001,0.03820223556514971,59,-0.014735890715165062,0.03623854510059876,0.7460643209790866
"Veritas says it hopes to contest most seats at the forthcoming general election but plans to announce detailed policies on crime, tax, pensions, health and defence over the next few weeks.

",16.560000000000002,0.03801166605017525,103,-0.20871863610360364,0.03859609411711011,0.7680647851250471
UKIP leader Roger Knapman says he is glad to see the back of Mr Kilroy-Silk.,6.44,0.0402352598582815,43,0.1965160569497204,0.036206329759948364,0.7394693129562887
"Labour campaign spokesman Fraser Kemp said Veritas was joining ""an already crowded field on the right of British politics"".",3.68,0.026837422843123206,69,-0.06305563156175004,0.037766829140261464,0.7545072159137768
"Mr Kilroy-Silk was joined in the new venture by one of UKIP's two London Assembly members, Damien Hockney, who is now Veritas' deputy leader.

",5.5200000000000005,0.028244224928713455,82,0.06054543457942274,0.03891757053641505,0.758246466753306
UKIP's chairman Petrina Holdsworth has said the group will just be a parody of the party the men have left.,11.040000000000001,0.02823701050037854,54,-0.038378086081371596,0.037837224763249314,0.7443845624447935
Mr Kilroy-Silk quit UKIP last week after months of tension as he vied unsuccessfully for the leadership of that party.,14.72,0.05997712540233921,69,-0.0953758343635917,0.04040595143740392,0.7575292335397164
"He said he was ashamed to be a member of a UKIP whose leadership had ""gone AWOL"" after the great opportunity offered by its third place at last June's European elections.",7.36,0.021548631153888317,77,-0.11953918259652649,0.03980305985061941,0.7579198660764692
"UKIP's leader, Roger Knapman, has said he is glad to see the back of Mr Kilroy-Silk.",6.44,0.05150414662320791,44,0.2147440697576928,0.03611755565326319,0.7378714804934998
"""He has remarkable ability to influence people but, sadly, after the [European] election it became clear that he was more interested in the Robert Kilroy-Silk Party than the UK Independence Party so it was nice knowing him, now 'goodbye',"" he said.",12.88,0.04247378029388364,124,-0.17097564881027166,0.041112780674971754,0.770490667001043
"UKIP officials also argue Mr Kilroy-Silk has not been ""straightforward"" in attacking the party he once wanted to lead.
",10.120000000000001,0.038893607203983424,64,-0.05029700763480512,0.04081542114336886,0.7542328807768234
