Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"Ireland win eclipses refereeing 'errors'

The International Rugby Board may have to step in to stop frustrated coaches and players from publicly haranguing referees when things go belly-up.

",10.120000000000001,0.040267578562290136,117,-0.016636535523538967,0.027567948509687818,0.7707189253632678
"It may have to go the whole way and have NFL-style video cameras all over the field, or slap the vociferous perpetrators over the knuckles.",5.5200000000000005,0.023748318025490742,57,-0.021048188613020893,0.023571069721023012,0.7461959015630734
What the IRB does not want is a football scenario where the verbal slanging matches often overshadow the game itself.,10.120000000000001,0.02162193585324846,52,0.08602455100644729,0.021666347888029642,0.7395156907434294
Sunday's explosive Six Nations clash at Lansdowne Road was a good example as Ireland took another step towards their first Grand Slam since 1948.,5.5200000000000005,0.021564266414354386,68,-0.02685224396490269,0.024893968855451244,0.7581290792562823
"The game was as exciting as it comes, with a much-improved England side enraged at a few decisions that did not go their way.",6.44,0.020658428384843146,47,0.026512300421312106,0.026978441662314175,0.7218972291167884
One can understand that frustration.,1.84,0.025142857142857144,21,0.006219010687650948,0.018359235121374967,0.6212223239159574
"There was no doubt that Ireland had the rub of the green in their 19-13 victory, but the reaction from the England camp may not have endeared them to the sport's ""blazers"".",7.36,0.023311699558860755,68,-0.0339054171470508,0.026255837517379563,0.7610375398838665
Referee Jonathan Kaplan was not perfect by any means and two decisions in particular made him the villain of the piece.,3.68,0.03174374839913722,56,-0.10103157369505535,0.025437447375793936,0.744171989997713
I doubt whether Kaplan would have been too pleased at the comments made.,2.7600000000000002,0.023052599317620808,29,-0.06415146925311074,0.022272428503015175,0.7107060394774048
"After all, he has no public recourse to criticism.

",2.7600000000000002,0.025142857142857144,23,-0.0007348216818645816,0.01882646330135073,0.6659371652093964
"It was the same for Simon McDowell, the touch judge who was heavily criticised by Scotland coach Matt Williams after their defeat against France.",9.200000000000001,0.017096331454808444,76,-0.11469810717755942,0.025437507046464636,0.7580762560857193
"As far as England were concerned, there were queries over Mark Cueto's first half-effort when he went over in the corner from a Charlie Hodgson kick.

",5.5200000000000005,0.03227567979744201,64,-0.10023811592437595,0.0272148231085047,0.7534920776838797
England coach Andy Robinson referred to a similar case at Ravenhill in January when Ulster were playing Gloucester in the Heineken Cup.,5.5200000000000005,0.018270122236219825,87,-0.09528665033127767,0.025030221960322865,0.7635851634977532
"On that occasion, David Humphreys kicked to Tommy Bowe, who touched down in the corner only for the try to be wiped out.",4.6000000000000005,0.020181878696418583,50,-0.12058767263797819,0.023734671447644927,0.7442898534230871
But you cannot have cameras at every conceivable angle to pick up such anomalies.,4.6000000000000005,0.025142857142857144,34,-0.004535778609789428,0.017465408646855522,0.7105124083246969
"Perhaps Robinson was right to say the referee should have gone upstairs when Josh Lewsey was driven over the Irish line near the end.

",10.120000000000001,0.02279376582489307,50,-0.14857640970401134,0.02512698795387202,0.7449832180856557
Lewsey claims he touched it down and was in full control.,3.68,0.051165291908820236,27,-0.15251348960357494,0.02464490522547208,0.6885025754145141
"However, one has to credit Ireland flanker Johnny O'Connor for cleverly scooping the ball away and blocking any evidence of a touchdown.",7.36,0.021568346521333274,72,-0.032283655416987814,0.024319880065158127,0.754384346471926
"But in rugby, everything tends to even out over the 80 minutes.",3.68,0.02268868861033734,13,-0.0019552228128128135,0.023012003205767465,0.6637485682187574
The referee also missed England's Danny Grewcock taking out Ronan O'Gara off the ball to allow Martin Corry a Sunday stroll to the line.,11.96,0.02366917528197564,76,-0.10746007428572643,0.025298134931315646,0.7597805634106191
"Those were the stand-out moments in a classic game between the two old foes.

",7.36,0.02134399457816083,29,0.09829889465172598,0.026573533597046766,0.7095738262544523
"But there were many more, and one should not take away from those.",1.84,0.025142857142857144,0,0.0,0.003689611750370679,0.26666666666666666
"Brian O'Driscoll's winning try was as well-conceived as they come, while Charlie Hodgson's brilliant kicking display was another highlight.",5.5200000000000005,0.021764170932692412,76,0.042963315932127134,0.02683848451165571,0.7493181083073316
And Ronan O'Gara's tremendous ability to control the game was also a crucial component.,11.96,0.03131670554161053,54,0.020115374719417264,0.024263337539529948,0.737896024183132
But the defining moments came with Ireland under the cosh in the final 15 minutes.,3.68,0.02292713508432701,37,-0.005285723267904235,0.025306648565346007,0.731823198480223
Two outstanding pieces of defensive play denied England and allowed Ireland to hold on.,5.5200000000000005,0.04114843148320534,56,-0.08968463798204182,0.02698959076121983,0.7434806858297158
The first was Denis Hickie's brilliant double tackle in the right-hand corner.,6.44,0.0217546120824175,48,-0.051911382608027586,0.02550687181126473,0.7397711270368106
"He gobbled up Cueto from another Hodgson cross-field kick, then regained his feet to stop Lewsey from scoring a certain try.",6.44,0.021196091128297536,60,-0.10977848888320034,0.024815782879972836,0.7545073127129606
Ireland's second-row colossus Paul O'Connell was equally superb.,2.7600000000000002,0.021679565397776417,50,-0.0095176239060555,0.026365810972110208,0.7395372604243384
"England had turned Ireland one way then the other, and the defence cordon was slowly disintegrating.",3.68,0.023044119954307867,49,0.01627182665429847,0.023492522431013012,0.7300932300672353
England prop Matt Stevens ran in at full steam to suck in a few more tacklers.,4.6000000000000005,0.017996949338326504,45,-0.12623930804810404,0.024425124588585624,0.7354969943269012
