Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"Wales want rugby league training

Wales could follow England's lead by training with a rugby league club.

",17.48,0.1149756456791708,64,0.0005466138059008352,0.084345617171263,0.758303115784048
"England have already had a three-day session with Leeds Rhinos, and Wales are thought to be interested in a similar clinic with rivals St Helens.",4.6000000000000005,0.10723569611362313,77,0.1861878460951349,0.0891685163518429,0.7588074774693202
"Saints coach Ian Millward has given his approval, but if it does happen it is unlikely to be this season.",4.6000000000000005,0.06172493086801436,41,-0.19183666268105903,0.0821499050897715,0.7327806698357102
"Saints have a week's training in Portugal next week, while Wales will play England in the opening Six Nations match on 5 February.",9.200000000000001,0.07858806869276051,68,-0.11838153215896875,0.08809803802860289,0.7580718190245709
"""We have had an approach from Wales,"" confirmed a Saints spokesman.",1.84,0.07808092309745014,33,-0.18165390508792392,0.0683812703782387,0.7102704818335476
"""It's in the very early stages but it is something we are giving serious consideration to.""",1.84,0.08800000000000001,27,3.2943092698189957e-15,0.07848808921497766,0.6653391427142873
"St Helens, who are proud of their Welsh connections, are obvious partners for the Welsh Rugby Union, despite a spat in 2001 over the collapse of Kieron Cunningham's proposed Â£500,000 move to union side Swansea.",9.200000000000001,0.07577717064555975,122,0.20255409685107598,0.08704322971985076,0.7741175640789553
"A similar cross-code deal that took Iestyn Harris from Leeds to Cardiff in 2001 did go through, before the talented stand-off returned to the 13-man code with Bradford Bulls.",7.36,0.06622568999085372,93,0.23020429295463626,0.08585091423935175,0.7700261735104079
"Kel Coslett, who famously moved from Wales to league in the 1960s, is currently Saints' football manager, while Clive Griffiths - Wales' defensive coach - is a former St Helens player and is thought to be the man behind the latest initiative.",23.0,0.1471286393163912,125,0.010079672370240041,0.08739896114269552,0.7746663022128869
"Scott Gibbs, the former Wales and Lions centre, played for St Helens from 1994-96 and was in the Challenge Cup-winning team at Wembley in 1996.
",2.7600000000000002,0.06226323559617635,75,0.0510264720721267,0.08907545866340517,0.7680726803577675
