Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"
Russian space experts were making final preparations Thursday at the 
Baikonur rocket base to launch the first component of a multibillion 
dollar international space station after a year of delay.",387.32,0.007980848940612137,131,-0.08565687998691845,0.004050483025452323,0.5569623868878472
"Built by 
a Russian company and to be launched atop a Russian booster rocket, 
the 24-ton Zarya (Sunrise) control and cargo module is a U.S.-funded 
component of the station.",184.0,0.007144995531578961,107,-0.006192128304959163,0.003909006356618638,0.466404333681921
"It will serve as a space tugboat in the 
early stages of the project, providing propulsion, power and communications. 
",155.48000000000002,0.003439010491807516,69,-0.04657821019234548,0.003926104727147112,0.7478584356139576
"The unmanned launch, set for 9:40 Moscow time (0640 GMT) Friday from 
Baikonur in Kazakhstan, has been delayed for one year mainly because 
of the cash-strapped Russian space agency's failure to complete another 
part of the station.",291.64,0.004371167386899229,125,-0.07965845750394078,0.0040238421508876215,0.7708485178277467
"``After years of discussing, planning and replanning, 
we are about to launch hardware,'' Gretchen McClain, deputy associate 
administrator for the new station, said at a news conference earlier 
this week.",144.44,0.0024439907195044717,114,-0.03300366828919627,0.0036850467008416924,0.7626014425022568
"``We are ready to begin a project that will bring us into 
the millennium with women and men living and working in space permanently.'' 
",125.12,0.0014868785088080242,64,-0.025878529074175354,0.003912852605885053,0.7520311331352098
Russian officials added their traditional note of superstition.,2.7600000000000002,0.002790538890729262,45,-0.025687498884695775,0.0033840541971447025,0.7226545260092214
"``It 
is not in the Russian tradition to preface a launch with ... some 
advance statements.",50.6,0.0015808854343014507,45,-0.020851513384426514,0.00351065289003229,0.7221600922705942
"I would like to knock on wood, which is rather 
common in the Russian tradition,'' said Alexander Krasnov, a deputy 
chief of Russian Space Agency's manned flight department.",28.52,0.0023929103719171185,96,-0.04140356090706352,0.003659431372482275,0.764762764203028
"The station, 
involving 16 nations with the United States and Russia playing the 
biggest roles, will consist of more than 100 elements that will take 
45 assembly flights to complete.",104.88000000000001,0.004578085817040916,92,-0.06483452593263393,0.003932346611900573,0.7622798107992931
"It is due to be completed by 2004. 
",3.68,0.0016417305614302067,15,-0.03271146872460863,0.0035842487899557505,0.6139696134426731
"The station will weigh 500 tons (more than a million pounds) and is 
expected to cost at least dlrs 40 billion, with the United States 
planning to pay dlrs 21 billion.",125.12,0.0025901564606044597,85,-0.05203581809432043,0.0033500873911109477,0.7636657051215536
"It will serve as an orbital home 
for visiting astronauts and cosmonauts for up to 20 years.",25.76,0.003370231245319543,45,-0.037274541191715,0.0037029154278889766,0.7321414659827066
"Zarya is 
to fly alone for two weeks before a rendezvous with the American space 
shuttle Endeavor, which is to be launched Dec. 3 carrying the Unity 
connecting module.",177.56,0.0062963584856381314,83,0.17713869035371704,0.0039200402148478405,0.76226247180572
"The shuttle crew will attach the two modules together 
in three space walks, using the Endeavors robot arm.",159.16,0.005190690236100567,48,0.0705920380875229,0.0035060858603450998,0.7363609279148049
"The 12.4-meter 
(41.2-feet)",0.0,0.002181467008886292,17,0.03568230087042376,0.00336666656161669,0.6881021810470823
"Zarya holds more than 6 tons of fuel in its 16 tanks and 
is capable of flying independently for 430 days.",16.560000000000002,0.0013891097880669358,52,0.028855962264741786,0.0037819175798426098,0.7502895316139373
"Its control system 
consists of 36 thrusters and two large engines for major orbital changes. 
",48.760000000000005,0.003281338174247975,53,0.0029027317011239805,0.003638009293783713,0.7327899054423987
"It will be launched by a three-stage heavy-lift Proton booster rocket 
that would put Zarya into orbit in less than 10 minutes after the 
blastoff.",62.56,0.0036632216464005892,75,0.007664442545020163,0.0038241225927995877,0.7573867237183902
"In the ensuing days, the ground controllers will gradually 
adjust its orbit in preparation for the meeting with Endeavor.",32.2,0.00211473038115216,70,0.005718492021487038,0.003704985261755874,0.7405413318828145
"The 
space station will not be inhabitable until early 2000, following 
the launch of a Russian crew module which is set to blast off next 
July or August.",286.12,0.005966508030979981,73,-0.06709107350524429,0.003908167788400842,0.7590466269586806
"Russia has repeatedly failed to meet deadlines for 
constructing the crew module, putting the whole project behind schedule. 
",75.44,0.002745411486937487,69,-0.024377416042418065,0.003887123141585072,0.746996339839404
"Having lost hope of getting the promised government funds, the Russian 
space agency has sold its early research time on the station to NASA 
for dlrs 60 million to complete the segment.",245.64000000000001,0.004204430273084586,107,-0.10740100752327701,0.003994385078016099,0.7695444552430594
"Agency chief Yuri Koptev 
said that taking part in the new station is the only hope for the 
beleaguered Russian space industry, whose funding has collapsed since 
the Soviet collapse.",195.96,0.004294915170344359,98,-0.0869015078021249,0.0037984301845183127,0.7623881180292771
"The project would allow Russia to keep up to 
80,000 jobs over the next 15 years.",22.080000000000002,0.0041928683651796085,27,-0.03894802064560244,0.003631750430060302,0.7164784254641061
"Koptev assailed some Russian space 
engineers who continue to insist that more money should be put into 
Russia's own battered 12-year old Mir space station to extend its 
lifetime instead of committing more funds to the new space outpost. 
",380.88,0.005972708044223519,124,-0.11272237370811587,0.004053532365591992,0.6586161391192626
``The choice mustn't be determined by emotions.,1.84,0.0038938053097345134,29,-9.269744369040615e-05,0.0034328871272891314,0.6654176123786608
"Some people are glued 
to one thing (Mir) and don't care about the rest,'' Koptev said at 
a recent news conference.",21.16,0.0020304506397706063,52,-0.032517492525835946,0.003732950312967818,0.4985859289144142
"``We must proceed from the understanding 
of what would take us into the future, allow us to preserve our industry.'' 
",19.32,0.0013153703672717713,39,-0.002744268937497294,0.00338289994035399,0.42671290749404583
"The Russian Khrunichev company has earned over dlrs 200 million for 
building Zarya, whose design was based on earlier Soviet spacecraft, 
including some of the Mir's six modules. 
 
",27.6,0.0029847779576680548,103,-0.005062821320255745,0.003815774436016059,0.7679872516673911
"A Russian Proton booster rocket carried the first part of the international 
space station into orbit Friday, heralding the start of a new era 
in international space colonization.",371.68,0.006067575733022629,118,-0.09996834653572785,0.003976084643262791,0.4882042773869952
"Russian space officials and others 
cheered as ground control announced that the capsule had separated 
from its booster rocket and reached its first orbit at about 200 kilometers 
(125 miles) above the Earth.",175.72,0.005219336376910535,108,-0.038497062385612256,0.003896836318622874,0.7674908495358714
"``Success,'' shouted one exultant official 
some 10 minutes after the giant rocket blasted off and entered orbit. 
",65.32000000000001,0.0033679987556145146,62,-0.016886594629017027,0.003762889170804379,0.7526675468498474
"The heads of the space agencies of 16 nations participating in the 
project watched the lift-off from a distance of about 5 kilometers 
(3 miles).",130.64000000000001,0.0035061046585956965,77,-0.06436185752744267,0.003954591711840319,0.7528365203837953
"Strategic Rocket Forces troops who had prepared the launch 
were in underground bunkers to avoid poisoning by the highly toxic 
rocket fuel.",69.0,0.0021465297112405126,87,-0.006088266091143746,0.0036063788934335684,0.7636810346621612
"Russian and U.S. officials said the launch was ``flawless'' 
and the module performed well during initial tests.",92.0,0.004087760853726941,53,-0.01800083105006066,0.003803549746095736,0.7348208097860063
"They cautioned 
that much work remains to be done to get the ambitious space station 
project up and working.",193.20000000000002,0.0037137058614646113,49,-0.060237690755744075,0.003897752338464196,0.7364959238312979
"``Now we only have 44 launches to go, about 
1,000 hours of space walks and countless problems, but because of 
the trust and mutual respect ...",107.64,0.003196459851052703,59,-0.01224870481610327,0.003834870705360136,0.7530397002969701
"the international space station is 
going to be a reality,'' NASA chief Daniel Goldin told a press conference 
after the launch.",241.96,0.003351401221205112,78,-0.08081153203751859,0.003786643867114383,0.7540275970942427
"His Russian counterpart, Yuri Koptev, said the launch 
was a vital vindication for the troubled Russian space industry, proving 
it could play a major role in space operations.",252.08,0.0032396820380671512,109,-0.07692325900620627,0.003888693298584864,0.7688297377539728
"``Today we made a 
truly epoch-making step to carry out this project.",25.76,0.0026366253032944695,35,0.012155433271174052,0.0038443107410699806,0.7237929763695999
"The Russian space 
industry is alive and well and is perfectly able to fulfill all of 
its commitments on the international space station,'' he said.",293.48,0.00506984514797912,76,-0.1329311195100096,0.003947873099672326,0.7477852401383146
"The 
launch went smoothly, with the rocket soaring into the cloudy sky 
above the central Asian steppes.",70.84,0.002268200355393208,51,-0.018471900511644754,0.003292760606410168,0.7456776768404404
"The huge roar of the rocket reverberated 
for dozens of kilometers (miles) across the empty plain around the 
base.",24.84,0.0014904813179424433,57,-0.0018291145931883285,0.003264844463982784,0.7437831665890378
"The mood at the launch pad was tense before the launch, with 
space officials and workers anxiously making last-minute checks to 
ensure there were no problems.",188.6,0.0034527437069960523,85,-0.03035657950235218,0.003947742725913622,0.7035127707294669
"Solar power panels on the module were 
successfully deployed shortly after it reached its first orbit and 
all systems were working normally, officials said.",74.52000000000001,0.0027230176687285993,74,-0.00018492953739418093,0.003949684005380171,0.7500067062858636
"The launch of the 
Russian cargo module, which had been delayed for more than a year, 
ushers in a new era of cooperation among former space-race rivals. 
",122.36,0.003836150215996925,67,-0.04828696847521343,0.004006433354874316,0.7544011773263741
