Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"
Latin American leaders flew Friday to Portugal for a weekend summit 
to figure out how they can shield their economies from the global 
financial crisis.",69.0,0.00585556225272736,89,-0.02517561011736803,0.003487925973706363,0.4503237089096926
"Not since the early 1980s have so many countries 
been in recession, and the crisis now threatens to cripple Latin America's 
developing economies.",34.96,0.00336938895656681,73,-0.01784045248091112,0.0032661709922505097,0.7532418101839577
"An early arrival, Cuban President Fidel Castro, 
described the turmoil in world financial markets as the most important 
issue facing the world at the moment.",101.2,0.004712113879911237,93,-0.03773684080319475,0.0034068385588341384,0.7614056426521332
"``I don't know if we are coming 
to the end of the world economic order.",57.04,0.0023189402177241324,25,0.006424846113530371,0.003493407929399611,0.7016487385248
"It will be interesting to 
know,'' the Cuban leader said at a hotel press conference shortly 
after his arrival for the annual Ibero-American summit.",26.68,0.0016488981096533363,82,-0.01069368305808465,0.0031350160707358213,0.7562574433049568
"Emphasizing 
the scale of the threat, Castro said President Clinton was aware that 
``if South America falls into crisis, it will be extended inevitably 
also to the United States,'' which is heavily involved in investments 
and loans in the region.",30.360000000000003,0.0028980913511157075,131,-0.008235319810632198,0.003545444504872914,0.7719236529764955
"Jittery investors have abruptly pulled cash 
out of Latin America with devastating effects on stock markets and 
currency reserves.",21.16,0.0030971048287457654,86,-0.011616090175989835,0.003304085956450309,0.7572810094828057
"The heads of state and government from Latin America, 
Spain and Portugal will explore measures to ward off the financial 
turmoil that already has devastated Asia and Russia.",81.88000000000001,0.00462872494214647,97,-0.040910024954540984,0.00346208719479215,0.7589377771863914
"Stock markets 
also fell in Portugal and Spain, heavy investors in Latin America. 
",1.84,0.003115270325101236,54,-0.008451260006067308,0.003276300136427226,0.7430594092592944
"The Latin American leaders must gauge the need for unpopular reforms 
of their public finances, including austerity packages which risk 
social unrest and political upheaval.",41.4,0.0032661371961693548,108,-0.015339400888241476,0.0033620170276107454,0.6176579122508766
"A joint declaration will be 
signed Sunday in this ancient port city on the Douro River in northern 
Portugal.",19.32,0.0016727154788141112,67,-0.02399401656062017,0.0028601336632960495,0.7546563962551098
"Diplomats said there was consensus on the form of the final 
statement.",17.48,0.0016747289144958186,36,-0.011810094186293139,0.0031029771851702713,0.45503090992359774
"The declaration ``calls on the international community, 
and Group of Seven countries in particular, to take the necessary 
measures to promote stability in international financial markets, 
which is a necessary condition for sustained economic growth,'' said 
Luis Augusto Castro Neves, of the Brazilian Foreign Ministry.",117.76,0.004812453229491625,175,0.01762050583192002,0.0034670473635425524,0.7726279942507226
"Latin 
America's leaders favor creating some kind of regulatory system for 
global financial transactions that would place controls on speculators, 
like measures to slow down the internatioal flow of money.",67.16,0.0024834931546818518,130,-0.03502216699662896,0.0034763731123499536,0.7692712407426887
"They also 
want reforms that allow international financial institutions to head 
off crises rather than react to them with rescue packages.",57.96,0.0037812113515001138,67,0.07280197072813523,0.00335944697119648,0.7432242704556279
