Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
"
In a cocoon of loyal and wealthy supporters, President Clinton said 
Friday that he must ``live with the consequences'' of his mistakes, 
although he contended that Democrats should take pride in the achievements 
of his presidency and take heart from its possibilities.",26.68,0.0024518824755781635,129,0.002311422189964107,0.0021585004332423,0.766372848579572
"Clinton has 
stopped apologizing for his conduct with Monica Lewinsky, but he has 
taken to making glancing, at times humble, references to it, before 
moving on to attack the Republican Congress as indifferent to Americans' 
needs.",11.040000000000001,0.0017699096845445437,118,0.02431534493463624,0.0021392059728154067,0.7659200698152563
He did so Friday at a series of fund-raisers.,0.92,0.0015682730153367718,23,0.010040791079108305,0.001894636843569647,0.6617878912926997
"In one deft sentence, 
he acknowledged his personal pain while claiming credit for the country's 
economic strength, making a compact appeal for both sympathy and support 
in an appearance earlier in the day in Cleveland.",55.2,0.0009175726170450268,129,0.008085325776590758,0.002090855583306028,0.7683762043128883
"After thanking the 
gathered donors for the ``very kind personal things'' they had said 
to him, the president declared, ``If I had to do it all over again, 
every day, I would do it in a heartbeat, to see America where it is 
today as compared to six years ago.''",60.720000000000006,0.0020495208239549112,87,0.020673123963480654,0.0021149022191448027,0.7644538486131338
"As the applause died away, Clinton 
continued, ``I want you to understand, too, that we all have to live 
with the consequences of our mistakes in life.''",16.560000000000002,0.0014988419421594862,62,0.005148831047838996,0.0019961324210585325,0.7446293399853507
"He added with a chuckle: 
``Most of us don't have to live with it in quite such a public way. 
",12.88,0.0021687637125607133,20,0.012574960790908028,0.0017995901520707113,0.4790435023385115
But nobody gets out of life for free.'',9.200000000000001,0.000986556084160102,8,-0.00447291112624283,0.0018451201325300345,0.6000324691251859
"To the music of a saxophone 
and a hammered dulcimer, Clinton raised about $200,000 over lunch 
in a private home in Cleveland for the Democratic Senate candidate 
in Ohio, Mary Boyle.",42.32,0.0021393592230792135,109,0.11273594038883941,0.002075700310333479,0.7662401725928691
"Then he flew to Philadelphia to raise half a 
million dollars for the Democratic Party.",40.480000000000004,0.0023082521171388657,52,0.04912074198131602,0.002054688450256335,0.7338705215977919
"By midsummer, the president's 
aides were delighted to have persuaded him to condense his fund-raising 
remarks to just 10 minutes of policy points and partisan jabbing. 
",46.0,0.0015120010600635915,98,0.013044143278773,0.0020765580377454518,0.7648159303391493
"But as his troubles have grown and the mid-term elections have approached, 
his free-form remarks have become longer.",3.68,0.0017006217700194812,54,0.008674866382324953,0.002112673551666348,0.7491411995204734
"In Cleveland on Friday, 
he spoke for 26 minutes and here on Friday evening he spoke for almost 
20 minutes.",6.44,0.0018789204753653346,54,-0.0008473664610800735,0.0018570357734648303,0.7499633188251729
"These fund-raising visits have fallen into a pattern since 
Clinton's videotaped grand jury testimony on Aug. 17.",11.040000000000001,0.0017892263706710098,67,0.016950708029443918,0.0020227842868584867,0.679703483726949
"He is lauded, 
applauded and embraced by his hosts and the donors.",3.68,0.0008255239133548986,27,0.0011213899455610591,0.0014225479430812955,0.7062640746059028
"``Mr. President, 
these are your friends here today,'' said Tony George, the host of 
the Cleveland event, offering the refrain of those who have played 
a similar role.",23.92,0.002085803288934747,77,0.02672345407739707,0.0020647693693260517,0.7621515788485559
"But in Cleveland as elsewhere, protesters who were 
scattered along the president's motorcade route were reminders of 
calls for his resignation and impeachment, and of the mockery some 
are heaping upon his presidency.",61.64,0.0015310731364281032,103,0.024254941252647794,0.0018429382872276856,0.7563447582353713
"At a rally for the president outside 
city hall here Friday night a group of Teamsters chanted, ``two more 
years.''",80.96000000000001,0.0018898165084437774,55,0.009330702164360343,0.001978797544554689,0.7480602199211809
"Clinton's motorcade route was lined downtown with hundreds 
of people, some of them carrying supportive or condemnatory signs. 
",34.04,0.0012890811365108708,77,0.005512642009024076,0.0019289987771431527,0.7492943948708455
"After an impromptu shopping trip, during which he was greeted with 
shouts of ``We love you,'' Clinton told some donors at the beginning 
of an impassioned reprise of his Cleveland speech: ``I didn't even 
mind the protesters, that's the American way.''",14.72,0.00103295617294963,110,0.017710200020836488,0.0019479710550698954,0.7690453860819269
"But, he added, he 
preferred it when they were in the minority, ``and that seemed to 
be the case.''",10.120000000000001,0.0009859562290854987,24,0.004207825095850142,0.0019234795140256424,0.5338417251650667
"As he rode into Cleveland, Clinton passed a billboard 
for a local radio station, WNCX.",7.36,0.0009542826689033519,54,0.016467171013730162,0.001756555517459299,0.7426461175263586
"``Lovin', touchin', squeezin','' 
it read, the words superimposed on a cartoon of the president with 
his arm over Ms. Lewinsky's shoulders, the Washington Monument beside 
them.",40.480000000000004,0.0008919197040027847,95,0.033867610269626085,0.0017976752693517138,0.6984000650787403
"The president left it to his aides on Friday to respond directly 
to the latest gusher of grand jury disclosures in Washington.",48.760000000000005,0.0021825574924625142,78,0.007161282332086539,0.002062025518270487,0.754951436956585
"Instead, 
in his remarks, Clinton spoke with pride of his record and with urgency 
about addressing the international economic crisis and the needs of 
struggling farmers and schoolchildren.",31.28,0.0008469582940464491,98,0.0015164844771890327,0.002062424163714081,0.7591448696770259
"As he typically does now before 
such partisan audiences, he also walked through his political calculation 
for the mid-term elections.",34.96,0.0011422322118906216,65,0.011002318973737392,0.0021082686613030396,0.7368165321628449
"Clinton said in Cleveland that Republicans 
had bragged privately to him about their prospects.",4.6000000000000005,0.0019999769983027145,48,0.02077570911054894,0.001891040109895459,0.7168814157540502
"``They tell me, 
`Oh, we're going to do very well, Mr. President, in these mid-terms 
because we have so much more money than you do,''' and because Democrats 
who turned out to re-elect Clinton would not return to the polls in 
an off-year.",18.400000000000002,0.002958688102344928,70,0.0368472274417874,0.002155166098327758,0.5823536356182429
"That argument, of course, would also insulate Clinton 
from any blame for depressing the Democratic vote.",41.4,0.0012010702874457888,49,0.015454923383318504,0.0019320164524871722,0.7232827019556729
"But he often goes 
further than that, saying that his predicament could actually help 
the Democrats.",5.5200000000000005,0.0011191929554048784,19,0.0037425944230739523,0.0014868184270973189,0.6090925660813988
"Lower-income Democratic voters, he said, might not 
bother to vote in a typical election.",52.440000000000005,0.0012393915551566768,50,0.012237444535837728,0.002071182429419467,0.7327828052421091
"``The people that were good 
enough to serve you here at this event today, they've got a lot of 
hassles in their life,'' he said.",45.080000000000005,0.0024923138346779126,38,-0.0018068794832834488,0.0019832027921050785,0.7354032905447856
"But, he said, ``adversity is our 
friend,'' because it can overcome apathy and ``focus us on what is 
at issue here.''",26.68,0.0007950312169830756,39,0.0037167229985905063,0.0018242500081131062,0.7222493433561423
"What should be at issue, Clinton said, are his achievements 
and agenda and the Republicans' record, which he described harshly. 
",42.32,0.0026560001284878917,53,0.014347432091820553,0.0020445255163766846,0.39037944329197094
``What have they done?'',0.0,0.0020512820512820513,0,0.0,0.00029724270541043777,0.26666666666666666
he asked in Cleveland.,0.0,0.003039315776321729,12,0.034027389466763994,0.001597780735474477,0.6152963162570708
"``They killed the 
minimum wage increase for 12 million Americans.",23.0,0.0014760744011156303,41,0.021728546794225482,0.0018196259087811368,0.6058185743618
"They killed campaign 
finance reform.",61.64,0.0015840738218384823,25,0.00975435089342139,0.0019542248589754607,0.685018226335288
"They killed the tobacco reform legislation.'' 
 
",19.32,0.0017216995768068385,28,-0.00030518681392452797,0.0018124392019823994,0.6929525775492512
"In other election years, Reps. David Price and Julia Carson would 
have had little in common other than that they were Democrats with 
relatively safe seats.",23.0,0.0024190777016983855,59,0.03705101709267368,0.002108825879561192,0.41520980072441893
"Price is a centrist who has represented this 
high-tech district in North Carolina for all but 2 of the last 12 
years, a political scientist who has taught at Duke and Yale.",45.080000000000005,0.0019419529333608544,90,0.01763733894518487,0.0020510552632196375,0.7606639758785003
"Mrs. 
Carson, fairly liberal, is a House freshman who worked her way up 
in politics from the grass roots, having been reared in poverty.",12.88,0.0015249691652183713,67,0.010017682611293988,0.002014635445726314,0.7561849661686579
"But 
party officials who opened this election year with high hopes of recapturing 
the House are beginning to worry that Democratic incumbents like Price 
and Mrs. Carson share something else: greater-than-expected peril 
on Election Day.",97.52000000000001,0.0031898956060712694,132,0.02671153541841902,0.0022025915273401267,0.44714113657150234
"As in many congressional races, the biggest variable 
is the White House scandal, which has injected fear and uncertainty 
into campaigns around the country.",38.64,0.002057774661943488,81,0.0038679428096915144,0.0021147219558198507,0.6421422657380078
"Other Democratic incumbents who 
Republican officials cite as locked in contests that are more competitive 
than expected include Reps. Corrine Brown of Florida, Vic Snyder of 
Arkansas, Lois Capps and Ellen Tauscher of California, Martin Frost 
of Texas, Melvin Watt of North Carolina, John LaFalce of New York 
and Sander Levin of Michigan.",28.52,0.0008651754073380352,222,0.007571744678881846,0.0018929762415599257,0.78291713447973
"Here in North Carolina's 4th Congressional 
District, Price, acknowledging that his own polls showed him in a 
tight race, said: ``This is a swing district that is sensitive to 
any tide or trend.",51.52,0.0021968288205443647,104,0.013243289852182365,0.0020370015112245784,0.7626570605063394
"It's something you think about a lot in connection 
with the president's troubles.''",38.64,0.0010281168879068938,29,0.007417334128087984,0.0020370045647653745,0.6860676185852954
"The efforts of Price and Mrs. Carson 
to contain the Lewinsky debacle _ and their opponents' attempts to 
capitalize on it _ offer important clues suggesting how Clinton's 
problems are influencing the conduct of races around the country. 
",24.84,0.0026960022030414685,126,0.027480490663160953,0.0021322694452443488,0.5606882046527013
"Many Democrats are straddling a line that seems to shift a bit with 
every new scandal-related disclosure: they do not want to appear close 
to a president whose conduct embarrasses them, and yet, sensing the 
possibility of a public backlash against Republicans, they are weighing 
their words carefully and are wary of hopping on any impeachment bandwagon. 
",92.0,0.001467810520015424,169,0.014513252776000806,0.0021570738530616645,0.7768406270532475
"And while publicly these Democrats express confidence that the scandal 
will have little impact on them, their campaigns are preparing for 
the worst by placing greater emphasis than ever on behind-the-efforts 
to prod their core constituencies to vote.",63.480000000000004,0.0011819836382739508,126,0.011012068991215906,0.0021909831686804174,0.7677078248626567
"In a reflection of the 
uncertainty that the Clinton scandal has cast even among Republicans, 
the challengers in the Price and Carson districts _ both are political 
novices seeking office for the first time _ have differing strategies: 
Tom Roberg, a computer executive in Raleigh who is taking on Price, 
has broadcast a television commercial exploiting the scandal.",115.0,0.00293505952761691,207,0.042249230957298475,0.002180641294186933,0.7805196728247003
"``Tom 
Roberg has called for Bill Clinton's resignation,'' the narrator says. 
",4.6000000000000005,0.0020179123711314964,43,0.024931671208970472,0.0019461818766796327,0.706812535673945
"``This is not the time to be silent, Price.",19.32,0.0020983156192433978,15,0.02669713450557439,0.0018656014692505988,0.6521136628381241
"Where do you stand?'' 
",7.36,0.0007614581183486168,5,-0.003909537238871722,0.0016557631111556673,0.5151108915191359
"But in Indianapolis, Gary Hofmeister, a conservative jeweler challenging 
Mrs. Carson in Indiana's 10th Congressional District, is taking a 
more subtle approach: rather than mention the scandal directly, he 
notes as often as he can that ``Julia votes with Clinton almost 100 
percent of the time.''",62.56,0.0016126211622782538,171,0.02369945429201056,0.002192717152016891,0.507018373180263
