Original Article,Original Summary,"('Tm',)","('Lex',)","('Luhn',)","('Lsa',)","('Tr',)","('LDA',)","('Tm', 'Lex')","('Tm', 'Luhn')","('Tm', 'Lsa')","('Tm', 'Tr')","('Tm', 'LDA')","('Lex', 'Luhn')","('Lex', 'Lsa')","('Lex', 'Tr')","('Lex', 'LDA')","('Luhn', 'Lsa')","('Luhn', 'Tr')","('Luhn', 'LDA')","('Lsa', 'Tr')","('Lsa', 'LDA')","('Tr', 'LDA')","('Tm', 'Lex', 'Luhn')","('Tm', 'Lex', 'Lsa')","('Tm', 'Lex', 'Tr')","('Tm', 'Lex', 'LDA')","('Tm', 'Luhn', 'Lsa')","('Tm', 'Luhn', 'Tr')","('Tm', 'Luhn', 'LDA')","('Tm', 'Lsa', 'Tr')","('Tm', 'Lsa', 'LDA')","('Tm', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa')","('Lex', 'Luhn', 'Tr')","('Lex', 'Luhn', 'LDA')","('Lex', 'Lsa', 'Tr')","('Lex', 'Lsa', 'LDA')","('Lex', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr')","('Luhn', 'Lsa', 'LDA')","('Luhn', 'Tr', 'LDA')","('Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa')","('Tm', 'Lex', 'Luhn', 'Tr')","('Tm', 'Lex', 'Luhn', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr')","('Tm', 'Lex', 'Lsa', 'LDA')","('Tm', 'Lex', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr')","('Lex', 'Luhn', 'Lsa', 'LDA')","('Lex', 'Luhn', 'Tr', 'LDA')","('Lex', 'Lsa', 'Tr', 'LDA')","('Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr')","('Tm', 'Lex', 'Luhn', 'Lsa', 'LDA')","('Tm', 'Lex', 'Luhn', 'Tr', 'LDA')","('Tm', 'Lex', 'Lsa', 'Tr', 'LDA')","('Tm', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')","('Tm', 'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA')"
tensor(0.0361),tensor(0.3812),tensor(0.3046),tensor(0.3440),tensor(0.2706),tensor(0.2223),tensor(0.3147),tensor(0.2583),tensor(0.3294),tensor(0.2988),tensor(0.2784),tensor(0.3044),tensor(0.2920),tensor(0.3252),tensor(0.2819),tensor(0.3497),tensor(0.3321),tensor(0.2580),tensor(0.2764),tensor(0.2652),tensor(0.2370),tensor(0.2278),tensor(0.3008),tensor(0.3236),tensor(0.3125),tensor(0.3291),tensor(0.3230),tensor(0.2884),tensor(0.2980),tensor(0.2917),tensor(0.2844),tensor(0.2774),tensor(0.2977),tensor(0.2951),tensor(0.3257),tensor(0.3083),tensor(0.2931),tensor(0.2845),tensor(0.3304),tensor(0.2602),tensor(0.2553),tensor(0.2712),tensor(0.2370),tensor(0.3045),tensor(0.3217),tensor(0.3151),tensor(0.3126),tensor(0.3061),tensor(0.3249),tensor(0.2913),tensor(0.2818),tensor(0.2914),tensor(0.2848),tensor(0.3045),tensor(0.2865),tensor(0.3119),tensor(0.2908),tensor(0.2580),tensor(0.3084),tensor(0.2988),tensor(0.3147),tensor(0.3089),tensor(0.2868),tensor(0.2930),tensor(0.3021)
tensor(0.0185),tensor(0.3814),tensor(0.2432),tensor(0.3062),tensor(0.1984),tensor(0.2408),tensor(0.2525),tensor(0.1898),tensor(0.2698),tensor(0.2279),tensor(0.2376),tensor(0.2424),tensor(0.2318),tensor(0.2529),tensor(0.2694),tensor(0.3000),tensor(0.2820),tensor(0.2061),tensor(0.2025),tensor(0.1951),tensor(0.2395),tensor(0.2350),tensor(0.2327),tensor(0.2530),tensor(0.2612),tensor(0.2674),tensor(0.2619),tensor(0.2243),tensor(0.2269),tensor(0.2227),tensor(0.2359),tensor(0.2323),tensor(0.2362),tensor(0.2393),tensor(0.2533),tensor(0.2380),tensor(0.2659),tensor(0.2620),tensor(0.2781),tensor(0.2049),tensor(0.2015),tensor(0.1994),tensor(0.2285),tensor(0.2395),tensor(0.2510),tensor(0.2455),tensor(0.2597),tensor(0.2547),tensor(0.2629),tensor(0.2257),tensor(0.2200),tensor(0.2225),tensor(0.2355),tensor(0.2438),tensor(0.2297),tensor(0.2404),tensor(0.2628),tensor(0.2031),tensor(0.2423),tensor(0.2355),tensor(0.2448),tensor(0.2548),tensor(0.2232),tensor(0.2327),tensor(0.2374)
tensor(0.9003),tensor(0.3819),tensor(0.4159),tensor(0.3983),tensor(0.4348),tensor(0.2195),tensor(0.4260),tensor(0.4128),tensor(0.4306),tensor(0.4434),tensor(0.3485),tensor(0.4174),tensor(0.4029),tensor(0.4647),tensor(0.3051),tensor(0.4257),tensor(0.4083),tensor(0.3579),tensor(0.4446),tensor(0.4228),tensor(0.2499),tensor(0.2348),tensor(0.4340),tensor(0.4582),tensor(0.3973),tensor(0.4352),tensor(0.4296),tensor(0.4153),tensor(0.4434),tensor(0.4316),tensor(0.3674),tensor(0.3532),tensor(0.4108),tensor(0.3928),tensor(0.4654),tensor(0.4466),tensor(0.3352),tensor(0.3191),tensor(0.4124),tensor(0.3684),tensor(0.3607),tensor(0.4332),tensor(0.2634),tensor(0.4267),tensor(0.4576),tensor(0.4487),tensor(0.4003),tensor(0.3910),tensor(0.4331),tensor(0.4212),tensor(0.4047),tensor(0.4321),tensor(0.3694),tensor(0.4124),tensor(0.3886),tensor(0.4534),tensor(0.3328),tensor(0.3660),tensor(0.4325),tensor(0.4173),tensor(0.4504),tensor(0.3993),tensor(0.4123),tensor(0.4033),tensor(0.4234)
tensor(0.0178),tensor(0.0961),tensor(0.0641),tensor(0.0868),tensor(0.0539),tensor(0.0368),tensor(0.0745),tensor(0.0499),tensor(0.0821),tensor(0.0667),tensor(0.0527),tensor(0.0644),tensor(0.0590),tensor(0.0831),tensor(0.0603),tensor(0.0898),tensor(0.0829),tensor(0.0447),tensor(0.0584),tensor(0.0517),tensor(0.0391),tensor(0.0358),tensor(0.0692),tensor(0.0815),tensor(0.0694),tensor(0.0833),tensor(0.0790),tensor(0.0612),tensor(0.0664),tensor(0.0626),tensor(0.0548),tensor(0.0491),tensor(0.0628),tensor(0.0683),tensor(0.0854),tensor(0.0745),tensor(0.0641),tensor(0.0596),tensor(0.0841),tensor(0.0465),tensor(0.0444),tensor(0.0559),tensor(0.0387),tensor(0.0716),tensor(0.0817),tensor(0.0767),tensor(0.0699),tensor(0.0659),tensor(0.0806),tensor(0.0611),tensor(0.0577),tensor(0.0629),tensor(0.0532),tensor(0.0715),tensor(0.0628),tensor(0.0779),tensor(0.0606),tensor(0.0450),tensor(0.0727),tensor(0.0665),tensor(0.0764),tensor(0.0664),tensor(0.0593),tensor(0.0653),tensor(0.0667)
tensor(0.0091),tensor(0.0961),tensor(0.0515),tensor(0.0770),tensor(0.0395),tensor(0.0385),tensor(0.0600),tensor(0.0366),tensor(0.0673),tensor(0.0511),tensor(0.0457),tensor(0.0516),tensor(0.0472),tensor(0.0649),tensor(0.0571),tensor(0.0767),tensor(0.0700),tensor(0.0356),tensor(0.0429),tensor(0.0380),tensor(0.0376),tensor(0.0358),tensor(0.0536),tensor(0.0639),tensor(0.0579),tensor(0.0676),tensor(0.0639),tensor(0.0475),tensor(0.0508),tensor(0.0479),tensor(0.0457),tensor(0.0413),tensor(0.0502),tensor(0.0551),tensor(0.0667),tensor(0.0577),tensor(0.0581),tensor(0.0539),tensor(0.0706),tensor(0.0363),tensor(0.0348),tensor(0.0411),tensor(0.0358),tensor(0.0565),tensor(0.0639),tensor(0.0598),tensor(0.0580),tensor(0.0545),tensor(0.0650),tensor(0.0473),tensor(0.0450),tensor(0.0482),tensor(0.0443),tensor(0.0574),tensor(0.0503),tensor(0.0601),tensor(0.0545),tensor(0.0351),tensor(0.0573),tensor(0.0526),tensor(0.0596),tensor(0.0546),tensor(0.0461),tensor(0.0518),tensor(0.0526)
tensor(0.4473),tensor(0.0962),tensor(0.0866),tensor(0.1010),tensor(0.0865),tensor(0.0365),tensor(0.1004),tensor(0.0799),tensor(0.1071),tensor(0.0981),tensor(0.0653),tensor(0.0873),tensor(0.0803),tensor(0.1179),tensor(0.0660),tensor(0.1102),tensor(0.1029),tensor(0.0621),tensor(0.0933),tensor(0.0823),tensor(0.0424),tensor(0.0372),tensor(0.0998),tensor(0.1148),tensor(0.0882),tensor(0.1101),tensor(0.1052),tensor(0.0882),tensor(0.0978),tensor(0.0922),tensor(0.0702),tensor(0.0620),tensor(0.0856),tensor(0.0912),tensor(0.1211),tensor(0.1073),tensor(0.0734),tensor(0.0680),tensor(0.1055),tensor(0.0663),tensor(0.0635),tensor(0.0889),tensor(0.0441),tensor(0.0994),tensor(0.1157),tensor(0.1091),tensor(0.0893),tensor(0.0848),tensor(0.1080),tensor(0.0887),tensor(0.0828),tensor(0.0926),tensor(0.0683),tensor(0.0964),tensor(0.0853),tensor(0.1130),tensor(0.0696),tensor(0.0647),tensor(0.1011),tensor(0.0922),tensor(0.1088),tensor(0.0861),tensor(0.0853),tensor(0.0898),tensor(0.0931)
tensor(0.0263),tensor(0.2060),tensor(0.1604),tensor(0.1745),tensor(0.1410),tensor(0.1376),tensor(0.1595),tensor(0.1336),tensor(0.1727),tensor(0.1564),tensor(0.1527),tensor(0.1604),tensor(0.1573),tensor(0.1674),tensor(0.1561),tensor(0.1787),tensor(0.1743),tensor(0.1400),tensor(0.1428),tensor(0.1383),tensor(0.1396),tensor(0.1399),tensor(0.1550),tensor(0.1673),tensor(0.1652),tensor(0.1703),tensor(0.1688),tensor(0.1570),tensor(0.1569),tensor(0.1532),tensor(0.1542),tensor(0.1500),tensor(0.1602),tensor(0.1604),tensor(0.1704),tensor(0.1637),tensor(0.1627),tensor(0.1561),tensor(0.1743),tensor(0.1397),tensor(0.1373),tensor(0.1410),tensor(0.1410),tensor(0.1629),tensor(0.1672),tensor(0.1673),tensor(0.1665),tensor(0.1623),tensor(0.1680),tensor(0.1569),tensor(0.1552),tensor(0.1548),tensor(0.1544),tensor(0.1660),tensor(0.1589),tensor(0.1671),tensor(0.1579),tensor(0.1390),tensor(0.1637),tensor(0.1578),tensor(0.1671),tensor(0.1647),tensor(0.1577),tensor(0.1615),tensor(0.1597)
tensor(0.0135),tensor(0.2060),tensor(0.1283),tensor(0.1553),tensor(0.1033),tensor(0.1516),tensor(0.1281),tensor(0.0982),tensor(0.1414),tensor(0.1192),tensor(0.1315),tensor(0.1280),tensor(0.1250),tensor(0.1302),tensor(0.1497),tensor(0.1532),tensor(0.1479),tensor(0.1121),tensor(0.1046),tensor(0.1016),tensor(0.1436),tensor(0.1466),tensor(0.1197),tensor(0.1308),tensor(0.1383),tensor(0.1384),tensor(0.1368),tensor(0.1221),tensor(0.1195),tensor(0.1169),tensor(0.1283),tensor(0.1260),tensor(0.1273),tensor(0.1304),tensor(0.1326),tensor(0.1265),tensor(0.1486),tensor(0.1444),tensor(0.1467),tensor(0.1102),tensor(0.1084),tensor(0.1036),tensor(0.1383),tensor(0.1282),tensor(0.1303),tensor(0.1305),tensor(0.1385),tensor(0.1353),tensor(0.1360),tensor(0.1215),tensor(0.1212),tensor(0.1183),tensor(0.1281),tensor(0.1332),tensor(0.1276),tensor(0.1288),tensor(0.1435),tensor(0.1094),tensor(0.1287),tensor(0.1245),tensor(0.1301),tensor(0.1359),tensor(0.1228),tensor(0.1282),tensor(0.1257)
tensor(0.6617),tensor(0.2063),tensor(0.2183),tensor(0.2020),tensor(0.2273),tensor(0.1349),tensor(0.2158),tensor(0.2137),tensor(0.2260),tensor(0.2323),tensor(0.1902),tensor(0.2194),tensor(0.2171),tensor(0.2394),tensor(0.1684),tensor(0.2177),tensor(0.2144),tensor(0.1936),tensor(0.2306),tensor(0.2212),tensor(0.1458),tensor(0.1433),tensor(0.2242),tensor(0.2370),tensor(0.2095),tensor(0.2253),tensor(0.2247),tensor(0.2261),tensor(0.2334),tensor(0.2270),tensor(0.1982),tensor(0.1906),tensor(0.2211),tensor(0.2125),tensor(0.2431),tensor(0.2372),tensor(0.1850),tensor(0.1744),tensor(0.2177),tensor(0.1975),tensor(0.1939),tensor(0.2258),tensor(0.1554),tensor(0.2280),tensor(0.2383),tensor(0.2380),tensor(0.2129),tensor(0.2068),tensor(0.2239),tensor(0.2271),tensor(0.2227),tensor(0.2291),tensor(0.1996),tensor(0.2241),tensor(0.2149),tensor(0.2429),tensor(0.1799),tensor(0.1971),tensor(0.2295),tensor(0.2200),tensor(0.2391),tensor(0.2125),tensor(0.2264),tensor(0.2221),tensor(0.2237)
